ufs_serial,pred,pred_base_postprocess,health
S00371,0.0029337454518434773,0.0028924808114076965,0.0087046378029984
S00373,0.0030055809998622007,0.0027488097153702496,0.0023894345645892
S00376,0.0034470133299377165,0.0031855849212152356,0.0022044799290308
S00377,0.0029730701669740452,0.0028138313811465598,0.0066640743372799
S00378,0.0029769875868198726,0.002805996541454905,0.0
S00379,0.002982614875156369,0.002794741964781913,0.0024318042813455
S00380,0.002932335345008417,0.002895301025077817,0.0
S00383,0.0035860539720430824,0.003595458679806747,0.0
S00384,0.0027157321947026275,0.0025548747169437088,0.0043461531734788
S00388,0.0031615849607641495,0.0030095067940847193,0.0
S00389,0.002974193374992973,0.002811584965108705,0.0120899864747837
S00390,0.002996823996605624,0.0027663237218834027,0.0
S00393,0.003529186537640257,0.0035149665363682393,0.0
S00395,0.003512463327263185,0.0030546849265642995,0.0
S00396,0.0029858928555893983,0.0027881860039158535,0.0
S00398,0.0029953053681276718,0.0027693609788393067,0.0
S00400,0.003503372458921539,0.003566594693805676,0.0
S00402,0.0030058853039386943,0.0027482011072172616,0.0
S00403,0.0036199297647425276,0.0033334800821636984,0.0043498619334567
S00404,0.00347588975251746,0.003127832076055748,0.0
S00405,0.0027133375954723838,0.0025596639154041967,0.0
S00406,0.0028970289981953587,0.0029659137187039333,0.0
S00408,0.0012800076325164876,0.0019331870167567948,0.0022408584697236
S00409,0.0021457824136419733,0.002368042221717707,0.002175502182068
S00410,0.001432402987998079,0.0016283963057936127,0.0
S00411,0.00024293166183978748,0.0004441926627893921,0.0
S00412,0.00014527435688201074,0.0006395072727049456,0.0
S00416,0.0018401221193439859,0.0019926777264583956,0.0
S00417,0.0029393517365674865,0.0028812682419596773,0.0065888903619249
S00420,0.003526555449538734,0.0035202287125712856,0.0067010031280336
S00423,0.0035018641843439775,0.00357293737959976,0.0022000593174946
S00429,0.0035455919178680687,0.003482155775912616,0.0
S00430,0.0035057075866431926,0.003068196407804284,0.0065350023668016
S00432,0.0035112461855304456,0.0030571192100297775,0.0
S00434,0.003622060655985942,0.0033292182996768694,0.002191705914519
S00435,0.0035419575457485263,0.003489424520151701,0.0
S00436,0.0036046875868399404,0.0033639644379688726,0.0
S00438,0.00021585822155376143,0.0008102519035434546,0.0
S00439,0.003589454756826817,0.0033944300979951198,0.0
S00440,0.00025602992931818313,0.00041799612783260086,0.0122367980460517
S00441,0.00016942955683373973,0.0005911968728014875,0.0
S00446,0.003502147249254138,0.0030753170825823925,0.0
S00448,0.0030829386819721007,0.002594094351150449,0.012265971677205
S00450,0.003423879365667758,0.0032318528497551524,0.0
S00452,0.0029100411019296517,0.0029398895112353477,0.0048683965637152
S00453,0.0030312090539112704,0.00269755360727211,0.0024367761990213
S00454,0.001329101941488233,0.0018349983988133047,0.0
S00455,0.0006095541107243974,0.0011962889609677197,0.0
S00456,0.0024940850002734436,0.00251135403402308,0.0
S00457,0.0029994700128606515,0.002761031689373347,0.0047714366632584
S00461,0.002175044060122917,0.0023095189287558188,0.0
S00462,0.0011047823508529737,0.0014763195971065118,0.0
S00463,0.001822329278902114,0.0020282634073421394,0.0
S00464,9.984418517170249e-05,0.0007303676161255621,0.0
S00465,0.0014151893371556973,0.0016628236074783759,0.0
S00467,0.0024904789528964856,0.002518566128776996,0.0047907539412867
S00469,0.0030213583970853863,0.0027172549209238776,0.0024476488781198
S00470,0.0006037759756348309,0.0012078452311468527,0.0
S00472,0.0018013593823251665,0.0020702032004960343,0.0
S00473,0.0003413408237610049,0.000856735510301264,0.0
S00475,0.003034894998910881,0.0026901817172728885,0.0
S00476,0.0030271235977886684,0.0027057245195173138,0.0048258518065386
S00478,0.0030096170873401447,0.002740737540414361,0.0
S00482,0.0029422642252060786,0.002875443264682494,0.0
S00483,0.0029919663033149847,0.002776039108464682,0.0
S00484,0.0025470888174150986,0.002405346399739771,0.0
