feature,mean_abs_shap,mean_shap,rank
X573,0.00012217802960355083,2.015072154271886e-06,46
X587,0.00012064919041612935,0.000101873886699973,47
X1058,0.00011837381988164052,2.0417203478613225e-06,48
X886,0.00011646671975062373,-1.2137955000638568e-05,49
X255,0.00011294313621154769,3.895282394568703e-06,50
X562,0.0001121458599312918,-3.489044111243861e-06,51
X689,0.00011204575400586533,-1.716316169086824e-05,52
X292,0.00011108790516122035,2.6409614892255176e-06,53
X849,0.0001098010137401222,-1.1676832229659705e-06,54
X589,0.00010776718975915788,-4.8794411113274284e-05,55
X1073,0.00010547558880818456,-1.971703361583234e-06,56
X48,0.00010468206703476561,1.0049782115828965e-06,57
X905,0.000102173227133261,6.708441096482163e-06,58
X1016,0.00010198422182255348,-3.902453787730504e-06,59
X155,9.769732068443534e-05,-1.947446008430183e-06,60
X983,9.635927850547873e-05,-3.001102970497656e-06,61
X835,9.178245037937207e-05,-2.7108342092999092e-06,62
X1002,9.06740382994625e-05,-3.221007706885308e-06,63
X731,9.012911337518593e-05,-5.4021055079011415e-06,64
X295,8.90151190382942e-05,3.533983967396507e-06,65
X365,8.716810976208964e-05,-1.0118862599106644e-07,66
X828,8.419594890762566e-05,-3.891586520671368e-06,67
X59,8.139591784320045e-05,2.6476737228339584e-06,68
X719,8.136838491464734e-05,-9.481623369433849e-06,69
X824,7.983598534115101e-05,-1.7887028735675793e-06,70
X660,7.865840273335238e-05,8.389715930418747e-07,71
X202,7.775027265065949e-05,-2.489064939561181e-06,72
X836,7.70430827366011e-05,1.5104432784050905e-08,73
X1001,7.701987286862806e-05,-3.896805553278351e-06,74
X898,7.614095066911878e-05,1.37979911254284e-06,75
X1076,7.520561651332196e-05,-1.436363861034484e-06,76
X590,7.485613617727489e-05,-2.8211986189236913e-05,77
X588,7.426035028680997e-05,-3.398598063629712e-05,78
X1007,7.322262803123117e-05,-8.890729187147971e-07,79
X391,7.230853414488659e-05,6.582231190381728e-07,80
X75,7.168617539641471e-05,-5.467841753565057e-06,81
X895,7.143182237350007e-05,1.945171287911809e-06,82
X1017,7.133851498620436e-05,1.1659850323676322e-05,83
X406,7.118056080882297e-05,1.6508062507076481e-06,84
