feature,mean_abs_shap,mean_shap,rank
X926,2.2127289150844885e-06,-3.2090986662747094e-08,490
X848,2.064193224027263e-06,-2.133422158601039e-07,491
X912,1.9762668952904526e-06,2.2797289053680903e-07,492
X548,1.7055131633460276e-06,9.33137628090613e-08,493
X495,1.7002052680327769e-06,8.939538927709582e-09,494
X335,1.6878761088660591e-06,4.2157415863925177e-07,495
X112,1.652797105581995e-06,1.1067348454088322e-08,496
X379,1.5222570178731136e-06,2.918379637580807e-07,497
X976,1.5066117561043472e-06,-3.6474002823449836e-08,498
X587_missing,1.4999324889166268e-06,-2.4515730200227737e-07,499
X430,1.498787401610311e-06,3.4458386633772523e-09,500
X642,1.4602499598985945e-06,1.3499000843311407e-07,501
X916,1.4547344987627818e-06,5.2742302099738117e-08,502
X425,1.3779365315303327e-06,4.776826892917818e-08,503
X636,1.3725373578494195e-06,-1.3894182189447993e-07,504
X471,1.3539035327874825e-06,1.678466241460703e-08,505
X639,1.3514068862289876e-06,-1.3848370226229144e-07,506
X944,1.3130585730705317e-06,-1.0306183656616123e-07,507
X433,1.0582546451538474e-06,-5.314682292423664e-08,508
X813,1.0580014516505354e-06,4.2111032851258926e-07,509
X586_missing,1.0463754415509636e-06,7.053558437470184e-07,510
X952,1.040274756892525e-06,2.664125979056471e-08,511
X938,1.005679783481411e-06,2.335555265150728e-10,512
X948,6.912810729658261e-07,-5.2987172533647564e-08,513
X20,6.456827645781455e-07,-1.8717949300841285e-09,514
X992,5.63005530323957e-07,4.857091058363865e-08,515
position,0.0,0.0,516
X970,0.0,0.0,517
X924,0.0,0.0,518
X914,0.0,0.0,519
X930,0.0,0.0,520
X590_missing,0.0,0.0,521
X763,0.0,0.0,522
X384,0.0,0.0,523
X918,0.0,0.0,524
X385,0.0,0.0,525
X21,0.0,0.0,526
X920,0.0,0.0,527
X594_missing,0.0,0.0,528
X42,0.0,0.0,529
X927,0.0,0.0,530
X966,0.0,0.0,531
X727_missing,0.0,0.0,532
X921,0.0,0.0,533
X961,0.0,0.0,534
X474,0.0,0.0,535
X467,0.0,0.0,536
X989,0.0,0.0,537
X990,0.0,0.0,538
X991,0.0,0.0,539
X954,0.0,0.0,540
X996,0.0,0.0,541
X796,0.0,0.0,542
X470,0.0,0.0,543
X945,0.0,0.0,544
X946,0.0,0.0,545
X516,0.0,0.0,546
X514,0.0,0.0,547
X1082,0.0,0.0,548
X947,0.0,0.0,549
X512,0.0,0.0,550
X472,0.0,0.0,551
X477,0.0,0.0,552
X476,0.0,0.0,553
X302,0.0,0.0,554
X469,0.0,0.0,555
X987,0.0,0.0,556
X965,0.0,0.0,557
X364,0.0,0.0,558
X647,0.0,0.0,559
X964,0.0,0.0,560
X588_missing,0.0,0.0,561
X374,0.0,0.0,562
X373,0.0,0.0,563
X468,0.0,0.0,564
X611,0.0,0.0,565
X580_missing,0.0,0.0,566
X369,0.0,0.0,567
X368,0.0,0.0,568
X367,0.0,0.0,569
X981,0.0,0.0,570
X366,0.0,0.0,571
X942,0.0,0.0,572
X943,0.0,0.0,573
X957,0.0,0.0,574
X578_missing,0.0,0.0,575
X933,0.0,0.0,576
