ufs_serial,feature,shap_value,feat_norm,rank
S38887,X243,0.006077570475761416,0.0,1
S38888,X243,0.006077570475761416,0.0,1
S38899,X243,0.006077570475761416,0.0,1
S38901,X243,0.006077570475761416,0.0,1
S38902,X243,0.006077570475761416,0.0,1
S38908,X243,0.006077570475761416,0.0,1
S38913,X243,0.006077570475761416,0.0,1
S38914,X243,0.006077570475761416,0.0,1
S38917,X243,0.006077570475761416,0.0,1
S38918,X243,0.006077570475761416,0.0,1
S38925,X243,0.006077570475761416,0.0,1
S38926,X243,0.006077570475761416,0.0,1
S38939,X243,0.006077570475761416,0.0,1
S38941,X243,0.006077570475761416,0.0,1
S38950,X243,0.006077570475761416,0.0,1
S38954,X243,0.006077570475761416,0.0,1
S38957,X243,0.006077570475761416,0.0,1
S38958,X243,0.006077570475761416,0.0,1
S38965,X243,0.006077570475761416,0.0,1
S38967,X243,0.006077570475761416,0.0,1
S38973,X243,0.006077570475761416,0.0,1
S38974,X243,0.006077570475761416,0.0,1
S38980,X243,0.006077570475761416,0.0,1
S38987,X243,0.006077570475761416,0.0,1
S38998,X243,0.006077570475761416,0.0,1
S39004,X243,0.006077570475761416,0.0,1
S39005,X243,0.006077570475761416,0.0,1
S39009,X243,0.006077570475761416,0.0,1
S39021,X243,0.006077570475761416,0.0,1
S39023,X243,0.006077570475761416,0.0,1
S39034,X243,0.006077570475761416,0.0,1
S39041,X243,0.006077570475761416,0.0,1
S39044,X243,0.006077570475761416,0.0,1
S39052,X243,0.006077570475761416,0.0,1
S39057,X243,0.006077570475761416,0.0,1
S39065,X243,0.006077570475761416,0.0,1
S39071,X243,0.006077570475761416,0.0,1
S39073,X243,0.006077570475761416,0.0,1
S39079,X243,0.006077570475761416,0.0,1
S39088,X243,0.006077570475761416,0.0,1
S39093,X243,0.006077570475761416,0.0,1
S39095,X243,0.006077570475761416,0.0,1
S39096,X243,0.006077570475761416,0.0,1
S39097,X243,0.006077570475761416,0.0,1
S39098,X243,0.006077570475761416,0.0,1
S39102,X243,0.006077570475761416,0.0,1
S39108,X243,0.006077570475761416,0.0,1
S39113,X243,0.006077570475761416,0.0,1
S39124,X243,0.006077570475761416,0.0,1
S39126,X243,0.006077570475761416,0.0,1
S39128,X243,0.006077570475761416,0.0,1
S39131,X243,0.006077570475761416,0.0,1
S39136,X243,0.006077570475761416,0.0,1
S39137,X243,0.006077570475761416,0.0,1
S39140,X243,0.006077570475761416,0.0,1
S39146,X243,0.006077570475761416,0.0,1
S39153,X243,0.006077570475761416,0.0,1
S39163,X243,0.006077570475761416,0.0,1
S39166,X243,0.006077570475761416,0.0,1
S39174,X243,0.006077570475761416,0.0,1
S39175,X243,0.006077570475761416,0.0,1
S39177,X243,0.006077570475761416,0.0,1
S39180,X243,0.006077570475761416,0.0,1
S39181,X243,0.006077570475761416,0.0,1
S39190,X243,0.006077570475761416,0.0,1
S39196,X243,0.006077570475761416,0.0,1
S39199,X243,0.006077570475761416,0.0,1
S39201,X243,0.006077570475761416,0.0,1
S39208,X243,0.006077570475761416,0.0,1
S39209,X243,0.006077570475761416,0.0,1
S39215,X243,0.006077570475761416,0.0,1
S39226,X243,0.006077570475761416,0.0,1
S39238,X243,0.006077570475761416,0.0,1
S39255,X243,0.006077570475761416,0.0,1
S39257,X243,0.006077570475761416,0.0,1
S39258,X243,0.006077570475761416,0.0,1
S39259,X243,0.006077570475761416,0.0,1
S39262,X243,0.006077570475761416,0.0,1
S39272,X243,0.006077570475761416,0.0,1
S39276,X243,0.006077570475761416,0.0,1
S39281,X243,0.006077570475761416,0.0,1
S39282,X243,0.006077570475761416,0.0,1
S39301,X243,0.006077570475761416,0.0,1
S39302,X243,0.006077570475761416,0.0,1
S39307,X243,0.006077570475761416,0.0,1
S39309,X243,0.006077570475761416,0.0,1
S39314,X243,0.006077570475761416,0.0,1
S39320,X243,0.006077570475761416,0.0,1
S39322,X243,0.006077570475761416,0.0,1
S39325,X243,0.006077570475761416,0.0,1
S39326,X243,0.006077570475761416,0.0,1
S39344,X243,0.006077570475761416,0.0,1
S39345,X243,0.006077570475761416,0.0,1
S39349,X243,0.006077570475761416,0.0,1
S39350,X243,0.006077570475761416,0.0,1
S39358,X243,0.006077570475761416,0.0,1
S39360,X243,0.006077570475761416,0.0,1
S39364,X243,0.006077570475761416,0.0,1
S39370,X243,0.006077570475761416,0.0,1
S39373,X243,0.006077570475761416,0.0,1
S39374,X243,0.006077570475761416,0.0,1
S39376,X243,0.006077570475761416,0.0,1
S39387,X243,0.006077570475761416,0.0,1
S39392,X243,0.006077570475761416,0.0,1
S39400,X243,0.006077570475761416,0.0,1
S39403,X243,0.006077570475761416,0.0,1
S39404,X243,0.006077570475761416,0.0,1
S39407,X243,0.006077570475761416,0.0,1
S39408,X243,0.006077570475761416,0.0,1
S39410,X243,0.006077570475761416,0.0,1
S39412,X243,0.006077570475761416,0.0,1
S39413,X243,0.006077570475761416,0.0,1
S39421,X243,0.006077570475761416,0.0,1
S39427,X243,0.006077570475761416,0.0,1
S39431,X243,0.006077570475761416,0.0,1
S39434,X243,0.006077570475761416,0.0,1
S39435,X243,0.006077570475761416,0.0,1
S39436,X243,0.006077570475761416,0.0,1
S39438,X243,0.006077570475761416,0.0,1
S39446,X243,0.006077570475761416,0.0,1
S39447,X243,0.006077570475761416,0.0,1
S39451,X243,0.006077570475761416,0.0,1
S39458,X243,0.006077570475761416,0.0,1
S39461,X243,0.006077570475761416,0.0,1
S39471,X243,0.006077570475761416,0.0,1
S39473,X243,0.006077570475761416,0.0,1
S39478,X243,0.006077570475761416,0.0,1
S39494,X243,0.006077570475761416,0.0,1
S39496,X243,0.006077570475761416,0.0,1
S39499,X243,0.006077570475761416,0.0,1
S39501,X243,0.006077570475761416,0.0,1
S39517,X243,0.006077570475761416,0.0,1
S39524,X243,0.006077570475761416,0.0,1
S39531,X243,0.006077570475761416,0.0,1
S39536,X243,0.006077570475761416,0.0,1
S39545,X243,0.006077570475761416,0.0,1
S39546,X243,0.006077570475761416,0.0,1
S39548,X243,0.006077570475761416,0.0,1
S39560,X243,0.006077570475761416,0.0,1
S39564,X243,0.006077570475761416,0.0,1
S39568,X243,0.006077570475761416,0.0,1
S39573,X243,0.006077570475761416,0.0,1
S39598,X243,0.006077570475761416,0.0,1
S39611,X243,0.006077570475761416,0.0,1
S39619,X243,0.006077570475761416,0.0,1
S39620,X243,0.006077570475761416,0.0,1
S39623,X243,0.006077570475761416,0.0,1
S39628,X243,0.006077570475761416,0.0,1
S39635,X243,0.006077570475761416,0.0,1
S39637,X243,0.006077570475761416,0.0,1
S39639,X243,0.006077570475761416,0.0,1
S39641,X243,0.006077570475761416,0.0,1
S39649,X243,0.006077570475761416,0.0,1
S39658,X243,0.006077570475761416,0.0,1
S39659,X243,0.006077570475761416,0.0,1
S39661,X243,0.006077570475761416,0.0,1
S39662,X243,0.006077570475761416,0.0,1
S39664,X243,0.006077570475761416,0.0,1
S39665,X243,0.006077570475761416,0.0,1
S39670,X243,0.006077570475761416,0.0,1
S39671,X243,0.006077570475761416,0.0,1
S39689,X243,0.006077570475761416,0.0,1
S39705,X243,0.006077570475761416,0.0,1
S39709,X243,0.006077570475761416,0.0,1
S39730,X243,0.006077570475761416,0.0,1
S39735,X243,0.006077570475761416,0.0,1
S39737,X243,0.006077570475761416,0.0,1
S39738,X243,0.006077570475761416,0.0,1
S39740,X243,0.006077570475761416,0.0,1
S39743,X243,0.006077570475761416,0.0,1
S39750,X243,0.006077570475761416,0.0,1
S39754,X243,0.006077570475761416,0.0,1
S39756,X243,0.006077570475761416,0.0,1
S39760,X243,0.006077570475761416,0.0,1
S39763,X243,0.006077570475761416,0.0,1
S39774,X243,0.006077570475761416,0.0,1
S39782,X243,0.006077570475761416,0.0,1
S39787,X243,0.006077570475761416,0.0,1
S39798,X243,0.006077570475761416,0.0,1
S39810,X243,0.006077570475761416,0.0,1
S39815,X243,0.006077570475761416,0.0,1
S39817,X243,0.006077570475761416,0.0,1
S39824,X243,0.006077570475761416,0.0,1
S39831,X243,0.006077570475761416,0.0,1
S39835,X243,0.006077570475761416,0.0,1
S39842,X243,0.006077570475761416,0.0,1
S39844,X243,0.006077570475761416,0.0,1
S39846,X243,0.006077570475761416,0.0,1
S39863,X243,0.006077570475761416,0.0,1
S39864,X243,0.006077570475761416,0.0,1
S39866,X243,0.006077570475761416,0.0,1
S39867,X243,0.006077570475761416,0.0,1
S39877,X243,0.006077570475761416,0.0,1
S39883,X243,0.006077570475761416,0.0,1
S39884,X243,0.006077570475761416,0.0,1
S39894,X243,0.006077570475761416,0.0,1
S39899,X243,0.006077570475761416,0.0,1
S39903,X243,0.006077570475761416,0.0,1
S39904,X243,0.006077570475761416,0.0,1
S39916,X243,0.006077570475761416,0.0,1
S39920,X243,0.006077570475761416,0.0,1
S39927,X243,0.006077570475761416,0.0,1
S39932,X243,0.006077570475761416,0.0,1
S39934,X243,0.006077570475761416,0.0,1
S39944,X243,0.006077570475761416,0.0,1
S39945,X243,0.006077570475761416,0.0,1
S39947,X243,0.006077570475761416,0.0,1
S39954,X243,0.006077570475761416,0.0,1
S39960,X243,0.006077570475761416,0.0,1
S39965,X243,0.006077570475761416,0.0,1
S39972,X243,0.006077570475761416,0.0,1
S39977,X243,0.006077570475761416,0.0,1
S39980,X243,0.006077570475761416,0.0,1
S40008,X243,0.006077570475761416,0.0,1
S40010,X243,0.006077570475761416,0.0,1
S40016,X243,0.006077570475761416,0.0,1
S40024,X243,0.006077570475761416,0.0,1
S40032,X243,0.006077570475761416,0.0,1
S40037,X243,0.006077570475761416,0.0,1
S40039,X243,0.006077570475761416,0.0,1
S40043,X243,0.006077570475761416,0.0,1
S40046,X243,0.006077570475761416,0.0,1
S40048,X243,0.006077570475761416,0.0,1
S40049,X243,0.006077570475761416,0.0,1
S40050,X243,0.006077570475761416,0.0,1
S40062,X243,0.006077570475761416,0.0,1
S40066,X243,0.006077570475761416,0.0,1
S40082,X243,0.006077570475761416,0.0,1
S40085,X243,0.006077570475761416,0.0,1
S40089,X243,0.006077570475761416,0.0,1
S40090,X243,0.006077570475761416,0.0,1
S40091,X243,0.006077570475761416,0.0,1
S40092,X243,0.006077570475761416,0.0,1
S40094,X243,0.006077570475761416,0.0,1
S40099,X243,0.006077570475761416,0.0,1
S40113,X243,0.006077570475761416,0.0,1
S40116,X243,0.006077570475761416,0.0,1
S40128,X243,0.006077570475761416,0.0,1
S40129,X243,0.006077570475761416,0.0,1
S40133,X243,0.006077570475761416,0.0,1
S40135,X243,0.006077570475761416,0.0,1
S40137,X243,0.006077570475761416,0.0,1
S40145,X243,0.006077570475761416,0.0,1
S40165,X243,0.006077570475761416,0.0,1
S40173,X243,0.006077570475761416,0.0,1
S40183,X243,0.006077570475761416,0.0,1
S40185,X243,0.006077570475761416,0.0,1
S40188,X243,0.006077570475761416,0.0,1
S40192,X243,0.006077570475761416,0.0,1
S40208,X243,0.006077570475761416,0.0,1
S40209,X243,0.006077570475761416,0.0,1
S40214,X243,0.006077570475761416,0.0,1
S40218,X243,0.006077570475761416,0.0,1
S40222,X243,0.006077570475761416,0.0,1
S40223,X243,0.006077570475761416,0.0,1
S40238,X243,0.006077570475761416,0.0,1
S40252,X243,0.006077570475761416,0.0,1
S40256,X243,0.006077570475761416,0.0,1
S40257,X243,0.006077570475761416,0.0,1
S40264,X243,0.006077570475761416,0.0,1
S40267,X243,0.006077570475761416,0.0,1
S40269,X243,0.006077570475761416,0.0,1
S40271,X243,0.006077570475761416,0.0,1
S40272,X243,0.006077570475761416,0.0,1
S40274,X243,0.006077570475761416,0.0,1
S40280,X243,0.006077570475761416,0.0,1
S40283,X243,0.006077570475761416,0.0,1
S40284,X243,0.006077570475761416,0.0,1
S40291,X243,0.006077570475761416,0.0,1
S40294,X243,0.006077570475761416,0.0,1
S40297,X243,0.006077570475761416,0.0,1
S40312,X243,0.006077570475761416,0.0,1
S40313,X243,0.006077570475761416,0.0,1
S40315,X243,0.006077570475761416,0.0,1
S40319,X243,0.006077570475761416,0.0,1
S40324,X243,0.006077570475761416,0.0,1
S40329,X243,0.006077570475761416,0.0,1
S40340,X243,0.006077570475761416,0.0,1
S40355,X243,0.006077570475761416,0.0,1
S40356,X243,0.006077570475761416,0.0,1
S40361,X243,0.006077570475761416,0.0,1
S40363,X243,0.006077570475761416,0.0,1
S40374,X243,0.006077570475761416,0.0,1
S40376,X243,0.006077570475761416,0.0,1
S40380,X243,0.006077570475761416,0.0,1
S40382,X243,0.006077570475761416,0.0,1
S40391,X243,0.006077570475761416,0.0,1
S40398,X243,0.006077570475761416,0.0,1
S40399,X243,0.006077570475761416,0.0,1
S40405,X243,0.006077570475761416,0.0,1
S40407,X243,0.006077570475761416,0.0,1
S40412,X243,0.006077570475761416,0.0,1
S40417,X243,0.006077570475761416,0.0,1
S40426,X243,0.006077570475761416,0.0,1
S40432,X243,0.006077570475761416,0.0,1
S40439,X243,0.006077570475761416,0.0,1
S40441,X243,0.006077570475761416,0.0,1
S40466,X243,0.006077570475761416,0.0,1
S40474,X243,0.006077570475761416,0.0,1
S40475,X243,0.006077570475761416,0.0,1
S40483,X243,0.006077570475761416,0.0,1
S40499,X243,0.006077570475761416,0.0,1
S40500,X243,0.006077570475761416,0.0,1
S40501,X243,0.006077570475761416,0.0,1
S40505,X243,0.006077570475761416,0.0,1
S40507,X243,0.006077570475761416,0.0,1
S40512,X243,0.006077570475761416,0.0,1
S40520,X243,0.006077570475761416,0.0,1
S40530,X243,0.006077570475761416,0.0,1
S40535,X243,0.006077570475761416,0.0,1
S40538,X243,0.006077570475761416,0.0,1
S40543,X243,0.006077570475761416,0.0,1
S40553,X243,0.006077570475761416,0.0,1
S40554,X243,0.006077570475761416,0.0,1
S40557,X243,0.006077570475761416,0.0,1
S40573,X243,0.006077570475761416,0.0,1
S40576,X243,0.006077570475761416,0.0,1
S40581,X243,0.006077570475761416,0.0,1
S40582,X243,0.006077570475761416,0.0,1
S40583,X243,0.006077570475761416,0.0,1
S40591,X243,0.006077570475761416,0.0,1
S40595,X243,0.006077570475761416,0.0,1
S40604,X243,0.006077570475761416,0.0,1
S40606,X243,0.006077570475761416,0.0,1
S40611,X243,0.006077570475761416,0.0,1
S40622,X243,0.006077570475761416,0.0,1
S40633,X243,0.006077570475761416,0.0,1
S40634,X243,0.006077570475761416,0.0,1
S40657,X243,0.006077570475761416,0.0,1
S40659,X243,0.006077570475761416,0.0,1
S40668,X243,0.006077570475761416,0.0,1
S40669,X243,0.006077570475761416,0.0,1
S40674,X243,0.006077570475761416,0.0,1
S40675,X243,0.006077570475761416,0.0,1
S40678,X243,0.006077570475761416,0.0,1
S40679,X243,0.006077570475761416,0.0,1
S40681,X243,0.006077570475761416,0.0,1
S40682,X243,0.006077570475761416,0.0,1
S40687,X243,0.006077570475761416,0.0,1
S40690,X243,0.006077570475761416,0.0,1
S40697,X243,0.006077570475761416,0.0,1
S40701,X243,0.006077570475761416,0.0,1
S40703,X243,0.006077570475761416,0.0,1
S40704,X243,0.006077570475761416,0.0,1
S40709,X243,0.006077570475761416,0.0,1
S40714,X243,0.006077570475761416,0.0,1
S40715,X243,0.006077570475761416,0.0,1
S40718,X243,0.006077570475761416,0.0,1
S40720,X243,0.006077570475761416,0.0,1
S40721,X243,0.006077570475761416,0.0,1
S40732,X243,0.006077570475761416,0.0,1
S40738,X243,0.006077570475761416,0.0,1
S40742,X243,0.006077570475761416,0.0,1
S40744,X243,0.006077570475761416,0.0,1
S40745,X243,0.006077570475761416,0.0,1
S40751,X243,0.006077570475761416,0.0,1
S40752,X243,0.006077570475761416,0.0,1
S40758,X243,0.006077570475761416,0.0,1
S40759,X243,0.006077570475761416,0.0,1
S40767,X243,0.006077570475761416,0.0,1
S40777,X243,0.006077570475761416,0.0,1
S40778,X243,0.006077570475761416,0.0,1
S40781,X243,0.006077570475761416,0.0,1
S40800,X243,0.006077570475761416,0.0,1
S40802,X243,0.006077570475761416,0.0,1
S40809,X243,0.006077570475761416,0.0,1
S40811,X243,0.006077570475761416,0.0,1
S40815,X243,0.006077570475761416,0.0,1
S40818,X243,0.006077570475761416,0.0,1
S40825,X243,0.006077570475761416,0.0,1
S40828,X243,0.006077570475761416,0.0,1
S40830,X243,0.006077570475761416,0.0,1
S40841,X243,0.006077570475761416,0.0,1
S40849,X243,0.006077570475761416,0.0,1
S40852,X243,0.006077570475761416,0.0,1
S40858,X243,0.006077570475761416,0.0,1
S40882,X243,0.006077570475761416,0.0,1
S40883,X243,0.006077570475761416,0.0,1
S40894,X243,0.006077570475761416,0.0,1
S40906,X243,0.006077570475761416,0.0,1
S40907,X243,0.006077570475761416,0.0,1
S40911,X243,0.006077570475761416,0.0,1
S40912,X243,0.006077570475761416,0.0,1
S40916,X243,0.006077570475761416,0.0,1
S40919,X243,0.006077570475761416,0.0,1
S40922,X243,0.006077570475761416,0.0,1
S40924,X243,0.006077570475761416,0.0,1
S40932,X243,0.006077570475761416,0.0,1
S40935,X243,0.006077570475761416,0.0,1
S40941,X243,0.006077570475761416,0.0,1
S40942,X243,0.006077570475761416,0.0,1
S40944,X243,0.006077570475761416,0.0,1
S40958,X243,0.006077570475761416,0.0,1
S40974,X243,0.006077570475761416,0.0,1
S40985,X243,0.006077570475761416,0.0,1
S40989,X243,0.006077570475761416,0.0,1
S40996,X243,0.006077570475761416,0.0,1
S41009,X243,0.006077570475761416,0.0,1
S41015,X243,0.006077570475761416,0.0,1
S41017,X243,0.006077570475761416,0.0,1
S41020,X243,0.006077570475761416,0.0,1
S41023,X243,0.006077570475761416,0.0,1
S41024,X243,0.006077570475761416,0.0,1
S41035,X243,0.006077570475761416,0.0,1
S41038,X243,0.006077570475761416,0.0,1
S41047,X243,0.006077570475761416,0.0,1
S41048,X243,0.006077570475761416,0.0,1
S41050,X243,0.006077570475761416,0.0,1
S41062,X243,0.006077570475761416,0.0,1
S41070,X243,0.006077570475761416,0.0,1
S41076,X243,0.006077570475761416,0.0,1
S41077,X243,0.006077570475761416,0.0,1
S41078,X243,0.006077570475761416,0.0,1
S41080,X243,0.006077570475761416,0.0,1
S41083,X243,0.006077570475761416,0.0,1
S41087,X243,0.006077570475761416,0.0,1
S41089,X243,0.006077570475761416,0.0,1
S41091,X243,0.006077570475761416,0.0,1
S41099,X243,0.006077570475761416,0.0,1
S41100,X243,0.006077570475761416,0.0,1
S41106,X243,0.006077570475761416,0.0,1
S41111,X243,0.006077570475761416,0.0,1
S41120,X243,0.006077570475761416,0.0,1
S41122,X243,0.006077570475761416,0.0,1
S41123,X243,0.006077570475761416,0.0,1
S41128,X243,0.006077570475761416,0.0,1
S41135,X243,0.006077570475761416,0.0,1
S41137,X243,0.006077570475761416,0.0,1
S41140,X243,0.006077570475761416,0.0,1
S41141,X243,0.006077570475761416,0.0,1
S41143,X243,0.006077570475761416,0.0,1
S41147,X243,0.006077570475761416,0.0,1
S41150,X243,0.006077570475761416,0.0,1
S41160,X243,0.006077570475761416,0.0,1
S41162,X243,0.006077570475761416,0.0,1
S41164,X243,0.006077570475761416,0.0,1
S41170,X243,0.006077570475761416,0.0,1
S41177,X243,0.006077570475761416,0.0,1
S41183,X243,0.006077570475761416,0.0,1
S41193,X243,0.006077570475761416,0.0,1
S41196,X243,0.006077570475761416,0.0,1
S41198,X243,0.006077570475761416,0.0,1
S41200,X243,0.006077570475761416,0.0,1
S41204,X243,0.006077570475761416,0.0,1
S41210,X243,0.006077570475761416,0.0,1
S41212,X243,0.006077570475761416,0.0,1
S41217,X243,0.006077570475761416,0.0,1
S41218,X243,0.006077570475761416,0.0,1
S41225,X243,0.006077570475761416,0.0,1
S41230,X243,0.006077570475761416,0.0,1
S41233,X243,0.006077570475761416,0.0,1
S41235,X243,0.006077570475761416,0.0,1
S41244,X243,0.006077570475761416,0.0,1
S41246,X243,0.006077570475761416,0.0,1
S41247,X243,0.006077570475761416,0.0,1
S41262,X243,0.006077570475761416,0.0,1
S41263,X243,0.006077570475761416,0.0,1
S41267,X243,0.006077570475761416,0.0,1
S41268,X243,0.006077570475761416,0.0,1
S41277,X243,0.006077570475761416,0.0,1
S41279,X243,0.006077570475761416,0.0,1
S41282,X243,0.006077570475761416,0.0,1
S41284,X243,0.006077570475761416,0.0,1
S41286,X243,0.006077570475761416,0.0,1
S41287,X243,0.006077570475761416,0.0,1
S41294,X243,0.006077570475761416,0.0,1
S41295,X243,0.006077570475761416,0.0,1
S41303,X243,0.006077570475761416,0.0,1
S41311,X243,0.006077570475761416,0.0,1
S41315,X243,0.006077570475761416,0.0,1
S41325,X243,0.006077570475761416,0.0,1
S41327,X243,0.006077570475761416,0.0,1
S41329,X243,0.006077570475761416,0.0,1
S41330,X243,0.006077570475761416,0.0,1
S41333,X243,0.006077570475761416,0.0,1
S41343,X243,0.006077570475761416,0.0,1
S41345,X243,0.006077570475761416,0.0,1
S41362,X243,0.006077570475761416,0.0,1
S41367,X243,0.006077570475761416,0.0,1
S41383,X243,0.006077570475761416,0.0,1
S41385,X243,0.006077570475761416,0.0,1
S41391,X243,0.006077570475761416,0.0,1
S41402,X243,0.006077570475761416,0.0,1
S41409,X243,0.006077570475761416,0.0,1
S41410,X243,0.006077570475761416,0.0,1
S41413,X243,0.006077570475761416,0.0,1
S41419,X243,0.006077570475761416,0.0,1
S41428,X243,0.006077570475761416,0.0,1
S41431,X243,0.006077570475761416,0.0,1
S41433,X243,0.006077570475761416,0.0,1
S41437,X243,0.006077570475761416,0.0,1
S41443,X243,0.006077570475761416,0.0,1
S41446,X243,0.006077570475761416,0.0,1
S41452,X243,0.006077570475761416,0.0,1
S41454,X243,0.006077570475761416,0.0,1
S41463,X243,0.006077570475761416,0.0,1
S41466,X243,0.006077570475761416,0.0,1
S41473,X243,0.006077570475761416,0.0,1
S41474,X243,0.006077570475761416,0.0,1
S41480,X243,0.006077570475761416,0.0,1
S41481,X243,0.006077570475761416,0.0,1
S41484,X243,0.006077570475761416,0.0,1
S41489,X243,0.006077570475761416,0.0,1
S41490,X243,0.006077570475761416,0.0,1
S41491,X243,0.006077570475761416,0.0,1
S41495,X243,0.006077570475761416,0.0,1
S41500,X243,0.006077570475761416,0.0,1
S41502,X243,0.006077570475761416,0.0,1
S41510,X243,0.006077570475761416,0.0,1
S41511,X243,0.006077570475761416,0.0,1
S41513,X243,0.006077570475761416,0.0,1
S41516,X243,0.006077570475761416,0.0,1
S41517,X243,0.006077570475761416,0.0,1
S41525,X243,0.006077570475761416,0.0,1
S41526,X243,0.006077570475761416,0.0,1
S41527,X243,0.006077570475761416,0.0,1
S41529,X243,0.006077570475761416,0.0,1
S41533,X243,0.006077570475761416,0.0,1
S41542,X243,0.006077570475761416,0.0,1
S41544,X243,0.006077570475761416,0.0,1
S41546,X243,0.006077570475761416,0.0,1
S41553,X243,0.006077570475761416,0.0,1
S41563,X243,0.006077570475761416,0.0,1
S41564,X243,0.006077570475761416,0.0,1
S41571,X243,0.006077570475761416,0.0,1
S41591,X243,0.006077570475761416,0.0,1
S41595,X243,0.006077570475761416,0.0,1
S41599,X243,0.006077570475761416,0.0,1
S41600,X243,0.006077570475761416,0.0,1
S41610,X243,0.006077570475761416,0.0,1
S41613,X243,0.006077570475761416,0.0,1
S41614,X243,0.006077570475761416,0.0,1
S41617,X243,0.006077570475761416,0.0,1
S41622,X243,0.006077570475761416,0.0,1
S41623,X243,0.006077570475761416,0.0,1
S41625,X243,0.006077570475761416,0.0,1
S41630,X243,0.006077570475761416,0.0,1
S41633,X243,0.006077570475761416,0.0,1
S41639,X243,0.006077570475761416,0.0,1
S41640,X243,0.006077570475761416,0.0,1
S41643,X243,0.006077570475761416,0.0,1
S41648,X243,0.006077570475761416,0.0,1
S41650,X243,0.006077570475761416,0.0,1
S41658,X243,0.006077570475761416,0.0,1
S41673,X243,0.006077570475761416,0.0,1
S41677,X243,0.006077570475761416,0.0,1
S41679,X243,0.006077570475761416,0.0,1
S41686,X243,0.006077570475761416,0.0,1
S41687,X243,0.006077570475761416,0.0,1
S41701,X243,0.006077570475761416,0.0,1
S41703,X243,0.006077570475761416,0.0,1
S41706,X243,0.006077570475761416,0.0,1
S41709,X243,0.006077570475761416,0.0,1
S41710,X243,0.006077570475761416,0.0,1
S41721,X243,0.006077570475761416,0.0,1
S41726,X243,0.006077570475761416,0.0,1
S41736,X243,0.006077570475761416,0.0,1
S41738,X243,0.006077570475761416,0.0,1
S41739,X243,0.006077570475761416,0.0,1
S41740,X243,0.006077570475761416,0.0,1
S41744,X243,0.006077570475761416,0.0,1
S41749,X243,0.006077570475761416,0.0,1
S41765,X243,0.006077570475761416,0.0,1
S41769,X243,0.006077570475761416,0.0,1
S41781,X243,0.006077570475761416,0.0,1
S41783,X243,0.006077570475761416,0.0,1
S41784,X243,0.006077570475761416,0.0,1
S41786,X243,0.006077570475761416,0.0,1
S41797,X243,0.006077570475761416,0.0,1
S41799,X243,0.006077570475761416,0.0,1
S41802,X243,0.006077570475761416,0.0,1
S41803,X243,0.006077570475761416,0.0,1
S41804,X243,0.006077570475761416,0.0,1
S41806,X243,0.006077570475761416,0.0,1
S41810,X243,0.006077570475761416,0.0,1
S41811,X243,0.006077570475761416,0.0,1
S41818,X243,0.006077570475761416,0.0,1
S41823,X243,0.006077570475761416,0.0,1
S41827,X243,0.006077570475761416,0.0,1
S41833,X243,0.006077570475761416,0.0,1
S41834,X243,0.006077570475761416,0.0,1
S41842,X243,0.006077570475761416,0.0,1
S41850,X243,0.006077570475761416,0.0,1
S41852,X243,0.006077570475761416,0.0,1
S41856,X243,0.006077570475761416,0.0,1
S41857,X243,0.006077570475761416,0.0,1
S41858,X243,0.006077570475761416,0.0,1
S41863,X243,0.006077570475761416,0.0,1
S41865,X243,0.006077570475761416,0.0,1
S41867,X243,0.006077570475761416,0.0,1
S41872,X243,0.006077570475761416,0.0,1
S41880,X243,0.006077570475761416,0.0,1
S41882,X243,0.006077570475761416,0.0,1
S41885,X243,0.006077570475761416,0.0,1
S41893,X243,0.006077570475761416,0.0,1
S41894,X243,0.006077570475761416,0.0,1
S41903,X243,0.006077570475761416,0.0,1
S41904,X243,0.006077570475761416,0.0,1
S41915,X243,0.006077570475761416,0.0,1
S41919,X243,0.006077570475761416,0.0,1
S41929,X243,0.006077570475761416,0.0,1
S41933,X243,0.006077570475761416,0.0,1
S41934,X243,0.006077570475761416,0.0,1
S41935,X243,0.006077570475761416,0.0,1
S41936,X243,0.006077570475761416,0.0,1
S41950,X243,0.006077570475761416,0.0,1
S41959,X243,0.006077570475761416,0.0,1
S41961,X243,0.006077570475761416,0.0,1
S41963,X243,0.006077570475761416,0.0,1
S41964,X243,0.006077570475761416,0.0,1
S41966,X243,0.006077570475761416,0.0,1
S41978,X243,0.006077570475761416,0.0,1
S41981,X243,0.006077570475761416,0.0,1
S41991,X243,0.006077570475761416,0.0,1
S41992,X243,0.006077570475761416,0.0,1
S41996,X243,0.006077570475761416,0.0,1
S41998,X243,0.006077570475761416,0.0,1
S42010,X243,0.006077570475761416,0.0,1
S42013,X243,0.006077570475761416,0.0,1
S42015,X243,0.006077570475761416,0.0,1
S42019,X243,0.006077570475761416,0.0,1
S42022,X243,0.006077570475761416,0.0,1
S42025,X243,0.006077570475761416,0.0,1
S42036,X243,0.006077570475761416,0.0,1
S42047,X243,0.006077570475761416,0.0,1
S42057,X243,0.006077570475761416,0.0,1
S42059,X243,0.006077570475761416,0.0,1
S42061,X243,0.006077570475761416,0.0,1
S42064,X243,0.006077570475761416,0.0,1
S42070,X243,0.006077570475761416,0.0,1
S42081,X243,0.006077570475761416,0.0,1
S42092,X243,0.006077570475761416,0.0,1
S42093,X243,0.006077570475761416,0.0,1
S42097,X243,0.006077570475761416,0.0,1
S42105,X243,0.006077570475761416,0.0,1
