run_id,wafer_no,total_dies,risk_dies,avg_ppm
70,2,20,16,3370.6
70,4,23,2,3199.6
70,5,22,18,3371.3
70,6,29,11,3235.8
70,7,35,22,3297.1
70,8,24,4,3242.5
70,10,19,12,3288.6
70,12,23,0,3090.4
70,13,21,16,3340.1
70,14,17,5,3244.9
70,16,18,1,3086.3
70,17,18,0,3230.5
70,18,25,0,754.7
70,19,21,0,666.8
70,20,20,0,1160.8
70,22,23,0,831.9
70,23,24,0,631.7
70,24,32,0,393.3
70,25,21,0,1186.4
71,2,24,0,773.9
71,3,25,0,1032.2
71,4,19,0,810.9
71,6,30,0,554.6
71,8,21,0,370.8
71,9,25,0,589.4
71,10,14,0,456.4
71,11,22,0,575.6
71,12,23,0,1120.6
71,14,28,0,665.1
71,15,24,0,909.6
71,16,18,0,846.1
71,17,15,0,372.0
71,18,17,0,480.8
71,20,30,0,358.0
71,21,24,0,459.5
71,22,22,0,308.4
71,23,26,0,490.8
71,24,14,0,361.2
72,1,16,0,1106.1
72,3,20,0,350.6
72,4,22,0,883.9
72,6,24,0,1099.8
72,7,28,0,871.9
72,8,24,0,308.4
72,10,20,0,1046.3
72,11,24,0,3101.4
72,12,28,8,3191.3
72,13,28,24,3357.6
72,14,19,13,3277.9
72,15,23,0,3058.3
72,16,21,10,3185.5
72,18,21,2,3203.8
72,19,25,0,3046.9
73,1,25,24,3429.3
73,2,24,0,3049.4
73,3,18,14,3311.5
73,5,20,17,3293.4
73,6,18,2,3258.9
73,7,9,7,3294.2
73,8,8,0,3005.7
73,9,17,6,3263.4
73,11,1,0,3249.7
73,13,17,2,3256.9
73,14,18,3,3232.5
73,15,25,24,3417.9
73,17,15,10,3297.4
73,18,19,5,3122.6
73,19,17,5,3182.0
73,20,24,20,3394.4
73,24,25,25,3445.8
73,25,23,0,1285.0
74,3,20,0,2948.9
74,6,17,0,3049.6
74,9,17,0,3025.9
74,11,19,0,3077.0
74,16,18,0,2716.3
74,19,21,0,2831.8
74,24,16,0,2404.4
74,25,17,0,636.7
75,19,23,0,3024.4
75,22,15,0,3044.6
75,24,18,4,3073.7
75,25,11,0,2625.7
76,5,20,0,1748.7
76,9,28,0,308.4
76,11,25,0,2633.6
76,14,23,0,1991.4
77,1,9,9,3392.4
77,2,22,0,3074.2
77,4,18,0,1773.3
77,6,21,0,2883.9
77,8,21,0,3033.1
77,10,22,0,588.6
77,16,21,0,1417.9
77,19,36,0,2693.6
77,24,19,0,2948.9
78,1,18,0,1507.8
78,3,27,0,1600.8
78,6,23,0,1173.0
78,8,18,0,2284.7
78,9,20,0,2623.3
78,11,16,0,2759.2
78,14,21,0,1153.6
78,16,15,0,2815.2
78,17,20,0,1992.7
78,19,18,17,3342.4
78,22,19,0,2906.2
78,24,16,8,3170.8
78,25,24,0,3183.6
79,1,13,0,2661.1
79,3,18,0,3116.7
79,4,22,0,2806.9
79,5,23,0,2769.8
79,6,17,0,3006.4
79,7,23,0,2906.8
79,9,21,0,2555.1
79,10,15,0,1974.0
79,11,22,0,1843.0
79,12,20,0,2650.0
79,13,19,0,3129.9
79,14,15,0,2729.5
79,15,24,0,2827.9
79,16,21,0,308.4
79,17,17,0,308.4
79,18,14,0,308.4
79,19,25,0,308.4
79,20,12,0,377.3
79,21,17,0,308.4
79,22,22,0,308.4
79,23,18,0,308.4
80,1,25,0,3196.6
80,2,18,0,3178.4
80,4,25,3,3145.0
80,5,19,1,3150.3
80,6,25,1,2963.6
80,7,26,4,3147.9
80,10,16,0,2796.7
80,11,16,0,3139.5
80,12,11,0,3170.1
80,13,20,0,3087.7
80,14,19,0,3211.0
80,15,18,0,2659.2
80,16,13,0,2394.1
80,17,24,0,3164.5
80,18,25,0,3161.0
80,19,20,0,3161.6
80,20,23,0,2775.2
80,21,21,0,2636.2
80,22,24,0,3019.0
80,23,15,0,2729.0
80,24,20,0,2505.7
81,1,17,17,3487.2
81,2,23,23,3484.5
81,3,17,17,3463.3
81,4,23,23,3447.5
81,5,17,17,3467.6
81,6,21,14,3378.3
81,7,17,15,3450.5
81,8,25,25,3481.8
81,9,22,18,3392.0
81,10,22,22,3470.1
81,11,20,20,3452.4
81,12,25,13,3298.4
81,13,24,24,3473.4
81,14,26,26,3468.7
81,15,26,23,3302.1
81,16,17,17,3472.0
81,17,28,21,3377.8
81,18,21,19,3384.4
81,19,17,17,3460.0
81,20,17,17,3469.9
81,21,14,7,3335.7
81,22,22,20,3400.8
81,23,23,23,3573.3
81,24,27,26,3432.9
81,25,27,25,3431.9
82,1,20,0,2870.0
82,3,20,0,2942.2
82,8,22,0,1781.4
82,9,21,0,404.8
82,11,20,0,308.4
82,14,24,0,408.9
82,16,11,0,430.0
82,17,26,0,457.0
82,24,20,0,2463.6
82,25,16,0,2565.8
83,1,14,0,308.4
83,3,22,0,308.4
83,8,20,0,2999.5
83,9,25,0,2808.8
83,11,24,0,2581.4
83,14,24,0,2853.4
83,17,18,0,2383.0
84,2,20,0,2096.8
84,3,24,0,1777.0
84,4,25,0,1384.2
84,5,26,0,473.5
84,6,19,0,1459.1
84,8,16,0,1382.3
84,10,26,0,1545.7
84,12,32,0,1176.0
84,14,18,0,1656.1
84,15,18,0,2907.4
84,16,20,0,2059.7
84,18,15,0,2724.5
84,19,20,0,2664.2
84,20,28,0,2710.1
84,21,23,0,2529.8
84,22,8,0,2639.6
84,23,23,0,2233.0
84,24,24,0,1879.2
84,25,14,0,1582.3
