die_x,die_y,pred_a,pred_b,delta,n_a,n_b
25,30,0.00243238,0.00225023,-0.00018214,157,33
26,12,0.00232095,0.00209447,-0.00022648,26,7
26,13,0.00251855,0.0024068,-0.00011175,161,42
26,14,0.00256995,0.00200463,-0.00056532,158,43
26,15,0.00247325,0.0017585,-0.00071475,160,43
26,16,0.00258952,0.0022492,-0.00034033,155,41
26,17,0.00256614,0.00193025,-0.0006359,176,51
26,18,0.00269237,0.00177734,-0.00091503,163,36
26,19,0.00268993,0.00205789,-0.00063203,151,37
26,20,0.00263226,0.00197149,-0.00066078,164,43
26,21,0.00259666,0.00183392,-0.00076275,170,39
26,22,0.00275185,0.00218523,-0.00056662,153,43
26,23,0.00258585,0.00201242,-0.00057343,148,45
26,24,0.0027047,0.00199285,-0.00071185,157,44
26,25,0.00265676,0.0021458,-0.00051096,164,37
26,26,0.00267161,0.00195894,-0.00071268,149,44
26,27,0.00263609,0.00195482,-0.00068127,150,46
26,28,0.00266547,0.00189335,-0.00077212,149,41
26,29,0.00265541,0.00212387,-0.00053154,159,44
26,30,0.00246118,0.00234007,-0.00012111,148,43
26,31,0.00231506,0.00268063,0.00036557,18,5
27,12,0.00234194,0.00261418,0.00027225,104,28
27,13,0.00259169,0.00208636,-0.00050533,150,38
27,14,0.00266951,0.00185809,-0.00081142,146,51
27,15,0.00255811,0.00201259,-0.00054552,173,42
27,16,0.00260692,0.00201253,-0.00059438,151,42
27,17,0.00247459,0.00207384,-0.00040076,177,39
27,18,0.00257658,0.00199264,-0.00058394,159,42
27,19,0.00256366,0.00189475,-0.00066891,155,39
27,20,0.00264307,0.00199418,-0.00064888,160,38
27,21,0.00260746,0.0022038,-0.00040366,157,34
27,22,0.00270282,0.00191986,-0.00078296,150,51
27,23,0.00258968,0.00205498,-0.0005347,145,44
27,24,0.0027046,0.00194829,-0.00075631,164,37
27,25,0.00272533,0.00204668,-0.00067866,162,31
27,26,0.00255808,0.00209725,-0.00046083,142,46
27,27,0.00256767,0.00209753,-0.00047014,160,43
27,28,0.00265289,0.00210928,-0.00054361,147,43
27,29,0.00257778,0.00217683,-0.00040096,153,42
27,30,0.00256142,0.00182706,-0.00073435,167,47
27,31,0.00245852,0.00242377,-3.474e-05,69,24
28,12,0.00235555,0.00211956,-0.00023599,124,40
28,13,0.00257224,0.00206182,-0.00051042,152,40
28,14,0.00263209,0.00204328,-0.00058881,168,46
28,15,0.00249625,0.00175493,-0.00074132,166,46
28,16,0.00252498,0.00237361,-0.00015137,133,40
28,17,0.00253962,0.00189902,-0.00064059,180,38
28,18,0.0027126,0.0018693,-0.00084329,167,39
28,19,0.00261951,0.00197587,-0.00064364,161,43
28,20,0.00258852,0.00193783,-0.00065069,176,45
28,21,0.00258554,0.00191099,-0.00067456,178,46
28,22,0.00271891,0.0022718,-0.00044711,153,45
28,23,0.00258617,0.00221115,-0.00037502,142,43
28,24,0.00269664,0.00182856,-0.00086808,173,48
28,25,0.00268853,0.00213097,-0.00055756,157,39
28,26,0.00265086,0.00197717,-0.00067369,159,45
28,27,0.00260002,0.00187589,-0.00072412,155,40
28,28,0.00261986,0.00193626,-0.00068359,157,41
28,29,0.00255304,0.00196977,-0.00058327,160,48
28,30,0.00261256,0.00172033,-0.00089222,172,44
28,31,0.00241271,0.00215712,-0.00025559,123,40
29,12,0.00233678,0.00243354,9.675e-05,127,38
29,13,0.00248863,0.00230022,-0.00018841,153,40
29,14,0.00259679,0.00188472,-0.00071208,164,52
29,15,0.00250885,0.00205443,-0.00045442,159,35
29,16,0.00251545,0.00219868,-0.00031677,168,40
29,17,0.00249064,0.00207866,-0.00041199,189,51
29,18,0.00256589,0.00189011,-0.00067578,170,44
29,19,0.00262656,0.0020613,-0.00056526,155,40
29,20,0.00265359,0.00202796,-0.00062563,168,41
29,21,0.00270556,0.00215881,-0.00054675,159,37
29,22,0.00260794,0.00181336,-0.00079459,155,51
29,23,0.00261578,0.00209105,-0.00052474,153,42
29,24,0.00271022,0.00200106,-0.00070916,162,40
29,25,0.00270581,0.00209121,-0.0006146,164,37
29,26,0.00263611,0.00188016,-0.00075595,159,42
29,27,0.00258372,0.00194888,-0.00063484,150,45
29,28,0.0026173,0.00194047,-0.00067682,143,38
29,29,0.00257911,0.00218245,-0.00039666,151,49
29,30,0.00251464,0.00174976,-0.00076489,176,39
29,31,0.00247051,0.00242494,-4.557e-05,113,42
30,12,0.00237533,0.0023275,-4.783e-05,146,45
30,13,0.0025726,0.00207785,-0.00049475,154,42
30,14,0.00258791,0.00188711,-0.0007008,158,48
30,15,0.00251879,0.00188207,-0.00063673,160,39
30,16,0.00258433,0.00196784,-0.00061649,152,34
30,17,0.00257274,0.00209986,-0.00047288,179,34
30,18,0.00264997,0.00171105,-0.00093892,168,34
30,19,0.00262937,0.00196083,-0.00066854,160,44
30,20,0.00261494,0.00196138,-0.00065356,173,45
30,21,0.00262953,0.00200401,-0.00062553,183,43
30,22,0.00272906,0.00218777,-0.00054129,161,43
30,23,0.00263672,0.00193499,-0.00070174,139,45
30,24,0.00272873,0.00194145,-0.00078728,158,47
30,25,0.00267185,0.00216234,-0.00050951,148,34
30,26,0.00270112,0.0019435,-0.00075762,168,40
30,27,0.00250993,0.00177402,-0.00073591,153,33
30,28,0.0025666,0.0018623,-0.0007043,151,41
30,29,0.00254654,0.00202851,-0.00051802,153,47
30,30,0.00254824,0.00184585,-0.00070239,170,37
30,31,0.0024604,0.00232823,-0.00013218,136,46
31,12,0.0024068,0.00243947,3.266e-05,137,42
31,13,0.0025425,0.00230109,-0.0002414,151,40
31,14,0.00257557,0.00187998,-0.0006956,166,45
31,15,0.00248631,0.00176823,-0.00071808,153,35
31,16,0.00244124,0.0019273,-0.00051395,178,38
31,17,0.00245366,0.00187722,-0.00057645,183,45
31,18,0.00260382,0.00177943,-0.00082439,162,35
31,19,0.00267752,0.00201317,-0.00066435,159,31
31,20,0.00258674,0.00196244,-0.0006243,163,33
31,21,0.00269999,0.00206395,-0.00063603,160,38
31,22,0.00261562,0.00186443,-0.00075119,172,47
31,23,0.00265742,0.00218256,-0.00047486,150,40
31,24,0.00271266,0.00200916,-0.0007035,158,36
31,25,0.0027063,0.00195161,-0.00075469,153,42
31,26,0.00265957,0.00171627,-0.00094329,153,42
31,27,0.00253227,0.00181191,-0.00072036,150,44
31,28,0.00258867,0.00199864,-0.00059004,131,40
31,29,0.00255876,0.00214887,-0.00040988,155,49
31,30,0.0025189,0.00208689,-0.000432,168,39
31,31,0.00242668,0.00238425,-4.243e-05,126,35
32,11,0.00219342,0.00241408,0.00022066,12,6
32,12,0.00258328,0.00191296,-0.00067032,142,42
32,13,0.00258193,0.0020328,-0.00054914,169,45
32,14,0.00261833,0.0020746,-0.00054373,151,44
32,15,0.00249022,0.00171991,-0.0007703,154,36
32,16,0.00260585,0.00200524,-0.00060061,164,38
32,17,0.00253216,0.00194497,-0.00058719,157,41
32,18,0.00261283,0.00165451,-0.00095831,156,34
32,19,0.00268798,0.00188214,-0.00080584,159,45
32,20,0.00262835,0.00196245,-0.0006659,167,38
32,21,0.00266267,0.00200018,-0.00066249,165,38
32,22,0.00270726,0.00227228,-0.00043498,171,33
32,23,0.00263375,0.00184465,-0.0007891,137,38
32,24,0.00274969,0.0019955,-0.00075418,147,42
32,25,0.0027163,0.00198482,-0.00073148,159,36
32,26,0.00263165,0.00187767,-0.00075398,151,41
32,27,0.00256459,0.00170827,-0.00085631,161,35
32,28,0.0025332,0.00200805,-0.00052515,154,33
32,29,0.00253649,0.00203875,-0.00049774,171,44
32,30,0.00259418,0.00195274,-0.00064144,156,37
32,31,0.00266442,0.00175253,-0.00091189,169,46
32,32,0.00266586,0.00259728,-6.858e-05,21,5
33,11,0.00231361,0.00245243,0.00013882,45,17
33,12,0.00262418,0.00202412,-0.00060005,144,42
33,13,0.00253851,0.00208722,-0.00045128,156,46
33,14,0.00252091,0.00186237,-0.00065854,168,42
33,15,0.00252368,0.00191199,-0.00061169,150,41
33,16,0.00248196,0.00186915,-0.00061281,168,41
33,17,0.00246343,0.00194734,-0.00051609,179,47
33,18,0.00253816,0.00162782,-0.00091033,166,41
33,19,0.00269148,0.00196752,-0.00072396,156,31
33,20,0.00259106,0.00174259,-0.00084846,170,34
33,21,0.00261404,0.00191466,-0.00069938,148,31
33,22,0.0025704,0.0017851,-0.0007853,173,42
33,23,0.00262226,0.00193409,-0.00068817,154,45
33,24,0.0026521,0.00205796,-0.00059414,149,35
33,25,0.00265962,0.00189985,-0.00075977,172,44
33,26,0.00250709,0.00191576,-0.00059133,157,40
33,27,0.00259313,0.00215638,-0.00043676,150,36
33,28,0.00259316,0.00193425,-0.00065891,139,43
33,29,0.00258547,0.00214107,-0.0004444,162,43
33,30,0.00261549,0.00208961,-0.00052589,175,46
33,31,0.00264481,0.00188771,-0.00075711,163,40
33,32,0.00234477,0.0024732,0.00012843,42,18
34,11,0.00245215,0.00270593,0.00025378,59,20
34,12,0.00252119,0.00195679,-0.0005644,153,42
34,13,0.00258242,0.00208725,-0.00049517,174,42
34,14,0.00252975,0.00204233,-0.00048742,152,42
34,15,0.00255674,0.00184745,-0.00070929,167,42
34,16,0.00263347,0.00196087,-0.0006726,154,38
34,17,0.00257173,0.00182953,-0.0007422,164,42
34,18,0.00250663,0.00168824,-0.00081839,159,32
34,19,0.00263824,0.00209606,-0.00054219,153,41
34,20,0.00255126,0.00183557,-0.00071569,165,36
34,21,0.00245793,0.001862,-0.00059593,147,38
34,22,0.00265163,0.00204841,-0.00060322,165,34
34,23,0.00254161,0.00175242,-0.00078919,136,42
34,24,0.00251909,0.00211435,-0.00040474,149,33
34,25,0.00261037,0.00184091,-0.00076946,160,43
34,26,0.00253581,0.00184312,-0.0006927,154,41
34,27,0.00252167,0.00162702,-0.00089465,165,42
34,28,0.00247276,0.00198314,-0.00048962,158,38
34,29,0.00255529,0.00199921,-0.00055608,165,36
34,30,0.00264703,0.00189574,-0.0007513,164,41
34,31,0.00264824,0.00185751,-0.00079073,169,42
34,32,0.00254679,0.00243434,-0.00011245,65,20
35,11,0.00232566,0.0024257,0.00010004,91,24
35,12,0.00258177,0.00200379,-0.00057799,145,46
35,13,0.00249817,0.00198999,-0.00050818,172,48
35,14,0.00247966,0.00178817,-0.00069149,158,42
35,15,0.00250153,0.00184003,-0.0006615,157,47
35,16,0.0025282,0.00185637,-0.00067182,163,43
35,17,0.00251046,0.00180488,-0.00070559,188,39
35,18,0.00251689,0.0017367,-0.00078019,160,41
35,19,0.00269798,0.00202885,-0.00066913,152,38
35,20,0.00245428,0.00179158,-0.00066271,156,40
35,21,0.00260464,0.00184643,-0.00075822,142,24
35,22,0.00255176,0.00161692,-0.00093484,171,33
35,23,0.00259368,0.00176906,-0.00082462,148,43
35,24,0.00255001,0.00206693,-0.00048308,142,30
35,25,0.00264032,0.00179265,-0.00084768,166,42
35,26,0.00255837,0.00195604,-0.00060233,151,40
35,27,0.00258593,0.00205352,-0.00053241,156,34
35,28,0.00257716,0.00194591,-0.00063125,152,50
35,29,0.00260936,0.00199077,-0.0006186,153,38
35,30,0.00260509,0.00197611,-0.00062898,182,42
35,31,0.00266712,0.00172757,-0.00093955,169,37
35,32,0.0025435,0.0024119,-0.0001316,79,26
36,11,0.00249609,0.00215317,-0.00034292,101,21
36,12,0.00248598,0.00185559,-0.00063039,156,46
36,13,0.00245357,0.00205806,-0.00039551,171,40
36,14,0.00252687,0.00183173,-0.00069513,159,44
36,15,0.00251118,0.0020244,-0.00048678,158,41
36,16,0.00255826,0.00193307,-0.0006252,162,34
36,17,0.00263715,0.0018283,-0.00080885,183,47
36,18,0.00245355,0.00160105,-0.0008525,161,30
36,19,0.00265336,0.00198926,-0.00066411,135,41
36,20,0.00251457,0.00192052,-0.00059405,146,31
36,21,0.00238213,0.00168496,-0.00069717,141,28
36,22,0.00259639,0.00160757,-0.00098882,160,31
36,23,0.00250928,0.00170037,-0.00080891,139,45
36,24,0.00260586,0.00185519,-0.00075068,154,28
36,25,0.00256911,0.00199782,-0.00057129,159,38
36,26,0.00252398,0.00218185,-0.00034213,155,32
36,27,0.00242375,0.00164527,-0.00077849,170,43
36,28,0.00255175,0.00216714,-0.00038461,158,39
36,29,0.00251627,0.00190852,-0.00060775,147,35
36,30,0.00268958,0.00190626,-0.00078331,159,43
36,31,0.00254837,0.00180801,-0.00074036,168,42
36,32,0.00236615,0.0021571,-0.00020905,100,26
37,11,0.00246828,0.00222891,-0.00023937,112,30
37,12,0.00256526,0.00193494,-0.00063032,154,42
37,13,0.00249036,0.00209855,-0.00039181,175,41
37,14,0.00244421,0.00182481,-0.0006194,156,45
37,15,0.00243607,0.00193474,-0.00050133,158,44
37,16,0.00255309,0.00189896,-0.00065413,165,39
37,17,0.0025875,0.00194899,-0.00063851,186,37
37,18,0.00260617,0.00158208,-0.00102409,169,43
37,19,0.00263935,0.00196442,-0.00067493,150,30
37,20,0.00245638,0.00155225,-0.00090412,165,32
37,21,0.00261432,0.00157004,-0.00104428,141,24
37,22,0.00258307,0.00178977,-0.0007933,162,32
37,23,0.0025951,0.00162597,-0.00096913,142,45
37,24,0.00253045,0.00188196,-0.00064848,154,30
37,25,0.00268347,0.00186814,-0.00081534,176,43
37,26,0.00246764,0.00207134,-0.0003963,149,38
37,27,0.00257456,0.00186906,-0.0007055,165,38
37,28,0.00261557,0.00203208,-0.00058349,164,49
37,29,0.00256209,0.00192735,-0.00063473,150,33
37,30,0.0025431,0.00196249,-0.00058061,167,43
37,31,0.00257737,0.00187197,-0.0007054,156,38
37,32,0.00256262,0.00232145,-0.00024117,112,36
38,11,0.00244604,0.00223533,-0.0002107,113,34
38,12,0.00245479,0.00169088,-0.00076391,148,45
38,13,0.00252216,0.00222265,-0.00029952,173,35
38,14,0.00246907,0.00196534,-0.00050373,148,46
38,15,0.0025433,0.00193011,-0.00061319,153,35
38,16,0.00252716,0.00211821,-0.00040895,164,45
38,17,0.00259569,0.00177587,-0.00081983,178,35
38,18,0.00249924,0.00161447,-0.00088478,155,33
38,19,0.00268319,0.00165056,-0.00103263,147,36
38,20,0.00244952,0.00145882,-0.00099069,148,25
38,21,0.00251772,0.00138945,-0.00112827,146,24
38,22,0.0026423,0.00167416,-0.00096814,150,26
38,23,0.00254262,0.00154479,-0.00099783,141,38
38,24,0.00260646,0.00180144,-0.00080502,150,26
38,25,0.00259385,0.00199236,-0.00060149,161,37
38,26,0.00245635,0.00227952,-0.00017683,142,32
38,27,0.00253414,0.00174474,-0.00078941,168,45
38,28,0.00264216,0.00221841,-0.00042376,155,35
38,29,0.00256312,0.00177396,-0.00078916,141,40
38,30,0.00265537,0.00194854,-0.00070683,148,44
38,31,0.00253042,0.00192577,-0.00060464,144,50
38,32,0.00246881,0.00239793,-7.088e-05,111,34
39,11,0.00238849,0.00194962,-0.00043886,114,27
39,12,0.00254653,0.00190246,-0.00064407,146,46
39,13,0.00243743,0.00227544,-0.00016198,165,33
39,14,0.00251581,0.0019012,-0.00061461,160,44
39,15,0.00247008,0.00206651,-0.00040357,160,48
39,16,0.00245582,0.00208377,-0.00037205,169,43
39,17,0.00257681,0.00197614,-0.00060067,160,30
39,18,0.00258085,0.00177294,-0.00080791,159,30
39,19,0.00260311,0.00143808,-0.00116503,142,25
39,20,0.00254247,0.00155844,-0.00098404,155,29
39,21,0.00251671,0.00176157,-0.00075514,129,17
39,22,0.00253988,0.00180535,-0.00073454,142,27
39,23,0.00259852,0.00157816,-0.00102036,145,43
39,24,0.00255369,0.00202787,-0.00052582,150,28
39,25,0.00270212,0.00194935,-0.00075277,162,39
39,26,0.00262663,0.00199804,-0.00062858,148,42
39,27,0.00263734,0.00182142,-0.00081591,177,35
39,28,0.00261001,0.0017814,-0.00082861,162,44
39,29,0.00250345,0.00193681,-0.00056664,132,42
39,30,0.00248977,0.0020544,-0.00043537,156,45
39,31,0.00256417,0.00204432,-0.00051985,150,42
39,32,0.00255734,0.00243808,-0.00011926,128,44
40,11,0.00233675,0.00203309,-0.00030366,108,30
40,12,0.00249158,0.00184742,-0.00064416,151,46
40,13,0.00248632,0.00225663,-0.00022969,161,35
40,14,0.00251135,0.00187433,-0.00063702,149,38
40,15,0.00252459,0.00200362,-0.00052097,145,46
40,16,0.00253383,0.00190723,-0.0006266,172,48
40,17,0.00249518,0.00184275,-0.00065242,170,27
40,18,0.00250503,0.00167667,-0.00082835,149,36
40,19,0.00258661,0.00171783,-0.00086878,137,34
40,20,0.00250227,0.00164187,-0.00086041,138,25
40,21,0.00244846,0.00155363,-0.00089483,133,20
40,22,0.00260494,0.00171962,-0.00088532,147,29
40,23,0.0025758,0.00191675,-0.00065905,143,35
40,24,0.00266172,0.00171231,-0.0009494,154,32
40,25,0.00255087,0.00192262,-0.00062825,167,46
40,26,0.0025156,0.0019773,-0.0005383,137,44
40,27,0.00257686,0.00183456,-0.0007423,172,43
40,28,0.00263297,0.00217445,-0.00045852,150,33
40,29,0.00262094,0.00175606,-0.00086488,129,39
40,30,0.00268264,0.00204465,-0.00063799,146,47
40,31,0.00260507,0.00196363,-0.00064144,159,42
40,32,0.0024751,0.00238895,-8.614e-05,127,34
41,11,0.00231858,0.00199971,-0.00031887,125,27
41,12,0.00253328,0.00188419,-0.00064909,151,44
41,13,0.00247499,0.00212485,-0.00035014,167,43
41,14,0.00247819,0.0021707,-0.00030749,166,39
41,15,0.00243368,0.00200295,-0.00043073,165,53
41,16,0.00250099,0.00214775,-0.00035324,171,44
41,17,0.00251002,0.00148254,-0.00102748,149,24
41,18,0.00261771,0.00169664,-0.00092106,136,30
41,19,0.00255764,0.0015905,-0.00096714,137,32
41,20,0.00256819,0.00191411,-0.00065408,145,30
41,21,0.00249971,0.00169629,-0.00080342,143,28
41,22,0.00250112,0.00196666,-0.00053446,150,35
41,23,0.0025954,0.00180173,-0.00079367,141,37
41,24,0.00267201,0.00190161,-0.0007704,161,30
41,25,0.00269605,0.00174837,-0.00094768,153,32
41,26,0.00262373,0.00180103,-0.0008227,138,43
41,27,0.00265231,0.00176337,-0.00088893,172,39
41,28,0.00260643,0.00200498,-0.00060144,157,47
41,29,0.00256559,0.00182497,-0.00074062,136,43
41,30,0.00249527,0.0021253,-0.00036997,148,43
41,31,0.00258867,0.00195431,-0.00063436,162,36
41,32,0.00251219,0.00245111,-6.108e-05,130,34
42,11,0.00242002,0.00194269,-0.00047733,102,19
42,12,0.00246097,0.0020129,-0.00044807,149,43
42,13,0.00243877,0.00200528,-0.00043349,162,35
42,14,0.00250294,0.00199367,-0.00050926,153,39
42,15,0.00244564,0.00197184,-0.0004738,155,47
42,16,0.00258261,0.00210132,-0.0004813,177,40
42,17,0.00254573,0.00146633,-0.0010794,161,21
42,18,0.0025518,0.00164183,-0.00090997,141,27
42,19,0.00263657,0.00150101,-0.00113556,137,33
42,20,0.00251084,0.00167967,-0.00083117,139,27
42,21,0.00248773,0.00165301,-0.00083472,150,31
42,22,0.00254279,0.00187786,-0.00066493,154,40
42,23,0.00262296,0.00189854,-0.00072443,133,32
42,24,0.00259823,0.00172757,-0.00087066,162,31
42,25,0.00263223,0.00173392,-0.00089831,159,41
42,26,0.00255759,0.00213673,-0.00042086,136,38
42,27,0.00252147,0.00211689,-0.00040458,178,40
42,28,0.00256878,0.00220955,-0.00035923,139,38
42,29,0.00251387,0.00174264,-0.00077123,130,38
42,30,0.00265863,0.00201808,-0.00064055,156,47
42,31,0.00259103,0.00201945,-0.00057158,156,43
42,32,0.00243437,0.00234683,-8.754e-05,134,33
43,11,0.00238469,0.00228054,-0.00010414,89,22
43,12,0.0024758,0.00204406,-0.00043174,156,48
43,13,0.00248261,0.00190197,-0.00058064,175,39
43,14,0.00245889,0.00197231,-0.00048658,164,40
43,15,0.00244056,0.00196695,-0.00047361,166,48
43,16,0.00261028,0.00228532,-0.00032496,171,37
43,17,0.00253513,0.00166311,-0.00087201,149,23
43,18,0.00255439,0.00157921,-0.00097517,128,30
43,19,0.0024872,0.00155454,-0.00093266,133,35
43,20,0.00259461,0.00179912,-0.00079549,164,32
43,21,0.00243479,0.00190489,-0.0005299,146,38
43,22,0.00260259,0.00179887,-0.00080372,164,41
43,23,0.00264458,0.00185629,-0.00078828,148,34
43,24,0.00270048,0.00184888,-0.0008516,176,39
43,25,0.00265506,0.00158631,-0.00106875,140,34
43,26,0.00261531,0.00173876,-0.00087654,147,38
43,27,0.00258455,0.00181905,-0.0007655,165,46
43,28,0.00261149,0.00182567,-0.00078582,153,46
43,29,0.00258894,0.00190277,-0.00068617,157,38
43,30,0.00256188,0.00203351,-0.00052837,168,48
43,31,0.00253385,0.00203076,-0.00050309,165,45
43,32,0.0024909,0.00234587,-0.00014503,122,34
44,11,0.0022288,0.00225296,2.416e-05,119,26
44,12,0.00236722,0.00188953,-0.00047769,125,37
44,13,0.00240374,0.00192342,-0.00048031,162,35
44,14,0.00247533,0.00201788,-0.00045745,149,41
44,15,0.0023827,0.00183319,-0.00054951,147,38
44,16,0.00261775,0.00184196,-0.00077579,175,37
44,17,0.00259237,0.00150612,-0.00108624,134,18
44,18,0.00265849,0.0015936,-0.00106489,122,29
44,19,0.00261023,0.00153479,-0.00107544,142,30
44,20,0.00257783,0.00188536,-0.00069247,159,29
44,21,0.00253224,0.00186383,-0.00066841,150,29
44,22,0.00257566,0.00192351,-0.00065215,161,47
44,23,0.00272202,0.00183692,-0.00088509,147,33
44,24,0.00257281,0.00191692,-0.0006559,168,26
44,25,0.00261406,0.00173542,-0.00087864,155,35
44,26,0.00249538,0.00186255,-0.00063283,142,34
44,27,0.00262057,0.0020684,-0.00055217,174,43
44,28,0.00256065,0.00192256,-0.00063808,133,35
44,29,0.00260197,0.00189882,-0.00070315,146,35
44,30,0.00264485,0.00185166,-0.00079319,156,43
44,31,0.00254252,0.00206148,-0.00048104,142,47
44,32,0.00248064,0.00216928,-0.00031136,123,37
45,11,0.0022027,0.00213802,-6.469e-05,93,22
45,12,0.00239126,0.00190002,-0.00049123,110,41
45,13,0.00248948,0.00208524,-0.00040425,166,44
45,14,0.00248005,0.00195132,-0.00052873,169,39
45,15,0.0024213,0.00193988,-0.00048142,148,40
45,16,0.00254874,0.0020854,-0.00046334,166,36
45,17,0.0025822,0.00166003,-0.00092218,149,27
45,18,0.00260901,0.00185792,-0.0007511,138,36
45,19,0.00263039,0.00168521,-0.00094517,158,35
45,20,0.00263457,0.00189698,-0.00073759,153,29
45,21,0.00259896,0.00198044,-0.00061852,138,34
45,22,0.00261738,0.00173487,-0.0008825,157,39
45,23,0.00263334,0.00201839,-0.00061495,152,36
45,24,0.00260597,0.00187065,-0.00073533,185,40
45,25,0.00262585,0.00168683,-0.00093902,149,35
45,26,0.00256218,0.00181437,-0.00074781,172,39
45,27,0.00259215,0.00183923,-0.00075292,155,47
45,28,0.00256234,0.00192764,-0.0006347,151,46
45,29,0.00250918,0.0019751,-0.00053408,154,41
45,30,0.00258913,0.00193023,-0.0006589,153,42
45,31,0.00247485,0.00192034,-0.00055451,149,47
45,32,0.00260103,0.00231775,-0.00028328,85,29
46,11,0.00222389,0.00220093,-2.296e-05,56,24
46,12,0.00231212,0.0018467,-0.00046542,126,39
46,13,0.0024424,0.00203829,-0.00040411,161,40
46,14,0.00240899,0.00205856,-0.00035043,159,40
46,15,0.00239484,0.00188377,-0.00051107,148,38
46,16,0.00252696,0.00189006,-0.0006369,159,42
46,17,0.00251817,0.00201839,-0.00049978,174,28
46,18,0.00265551,0.00189992,-0.00075559,157,36
46,19,0.00267077,0.00180527,-0.0008655,155,36
46,20,0.00256179,0.00233193,-0.00022985,160,28
46,21,0.00260465,0.0018175,-0.00078715,143,32
46,22,0.00257355,0.00186588,-0.00070767,170,39
46,23,0.00273125,0.00182876,-0.0009025,140,42
46,24,0.00261151,0.00180788,-0.00080363,190,31
46,25,0.00264414,0.0018806,-0.00076354,165,46
46,26,0.00257257,0.00192451,-0.00064806,157,45
46,27,0.0026167,0.00190387,-0.00071283,162,39
46,28,0.00255287,0.00200012,-0.00055274,136,35
46,29,0.00253521,0.00206564,-0.00046957,138,35
46,30,0.00259409,0.00179505,-0.00079904,152,46
46,31,0.00254671,0.00196418,-0.00058253,137,37
