ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split,position
S00674,316,1,2026-06-09,56,21,0.0028054744962066,0.0,0.3387206618264893,val,1
S06585,316,1,2026-06-09,56,25,0.0025927082753774,0.0,0.3106391207131949,val,1
S10905,316,1,2026-06-09,18,21,0.0023995712553845,0.0212200710656527,0.3074301227307466,val,1
S13249,316,1,2026-06-09,53,28,0.0022471896831809,0.0,0.3055594172077664,val,1
S15453,316,1,2026-06-09,23,29,0.0019246086623055,0.0,0.2610169189158774,val,1
S17168,316,1,2026-06-09,54,13,0.001995755311832,0.0062536962238747,0.2722375021816637,val,1
S17731,316,1,2026-06-09,44,11,0.0018622352732311,0.0326562298469033,0.3338364683919541,val,1
S18915,316,1,2026-06-09,37,30,0.0019290423988648,0.0137899976095345,0.258826064823862,val,1
S19362,316,1,2026-06-09,56,23,0.0027738496248337,0.0085635321037686,0.3615265719351567,val,1
S20350,316,1,2026-06-09,43,15,0.0024564065050363,0.0038789184295453,0.3134054786633714,val,1
S21970,316,1,2026-06-09,55,29,0.0020115006656077,0.0,0.2546446054396548,val,1
S23130,316,1,2026-06-09,40,23,0.0022274778176971,0.0031986922047163,0.2829001905977624,val,1
S23421,316,1,2026-06-09,22,30,0.0017263218634755,0.0,0.2284215846724647,val,1
S23463,316,1,2026-06-09,63,25,0.0019670848284793,0.0,0.2706222442243147,val,1
S28083,316,1,2026-06-09,17,26,0.0020385704739779,0.0,0.296123358879741,val,1
S30006,316,1,2026-06-09,25,14,0.0023708198666757,0.0,0.3325667415827696,val,1
S34125,316,1,2026-06-09,38,28,0.0020191395973165,0.0,0.2232301438335434,val,1
S34539,316,1,2026-06-09,25,26,0.0021889521483294,0.0,0.3099204211598665,val,1
S35268,316,1,2026-06-09,20,22,0.002494759740274,0.0100343986048753,0.2943489530105183,val,1
S35269,316,1,2026-06-09,29,30,0.0020015707017123,0.024167274495502,0.2789023736942108,val,1
S35325,316,1,2026-06-09,63,26,0.0017763361900731,0.0,0.2540873011280297,val,1
S35540,316,1,2026-06-09,37,22,0.0021994617426966,0.0,0.2881249858981491,val,1
S35765,316,1,2026-06-09,29,27,0.0020429047706038,0.0080508646175029,0.2369065743193953,val,1
S37093,316,1,2026-06-09,15,18,0.0021576077325709,0.0,0.3780136969149013,val,1
S37094,316,1,2026-06-09,51,15,0.0026713476693492,0.0,0.3764294190602803,val,1
S38118,316,1,2026-06-09,46,31,0.0020186252973206,0.0041927836877936,0.2854354204224014,val,1
S39743,316,1,2026-06-09,36,11,0.0018245196609759,0.0,0.2912313350090998,val,1
S40583,316,1,2026-06-09,54,14,0.0023406600992609,0.0,0.2972845880391848,val,1
S43205,316,1,2026-06-09,56,26,0.0021727639471124,0.0163031667343231,0.264367848737401,val,1
S00674,316,1,2026-06-09,59,21,0.0023369522707702,0.0,0.3387206618264893,val,2
S06585,316,1,2026-06-09,58,25,0.001992103069763,0.0,0.3106391207131949,val,2
S10905,316,1,2026-06-09,20,21,0.0025873880738049,0.0212200710656527,0.3074301227307466,val,2
S13249,316,1,2026-06-09,51,28,0.0025655102611729,0.0,0.3055594172077664,val,2
S15453,316,1,2026-06-09,25,29,0.0019247906724201,0.0,0.2610169189158774,val,2
