ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split,position
S01310,231,1,2026-06-08,31,24,0.0027747189646729,0.0087035707405915,0.3944828311786301,val,1
S04077,231,1,2026-06-08,21,16,0.002916803090973,0.0,0.3946700376587976,val,1
S05174,231,1,2026-06-08,34,15,0.0020678006981329,0.0,0.360132995292656,val,1
S06514,231,1,2026-06-08,59,20,0.002376542668937,0.0181104298949631,0.4148632652834099,val,1
S10988,231,1,2026-06-08,34,29,0.0027551242286846,0.0085530391684449,0.4092744482428181,val,1
S13189,231,1,2026-06-08,28,13,0.002886325143076,0.0,0.3962817459509677,val,1
S15704,231,1,2026-06-08,51,27,0.0022001611241888,0.0,0.4016045017655137,val,1
S17700,231,1,2026-06-08,45,20,0.0021167095799234,0.0069475583542211,0.3861123554532232,val,1
S20998,231,1,2026-06-08,48,18,0.0020875769306968,0.0,0.3362082166205639,val,1
S21286,231,1,2026-06-08,14,25,0.0023257247255034,0.0,0.4013780866569725,val,1
S22238,231,1,2026-06-08,25,19,0.0026234308777385,0.0,0.3645918611107731,val,1
S24289,231,1,2026-06-08,14,20,0.0028638776022487,0.0027616174076358,0.3941781584524675,val,1
S29517,231,1,2026-06-08,42,19,0.0022719271042857,0.0116589487710013,0.3688512372207156,val,1
S29853,231,1,2026-06-08,54,22,0.0021858616795891,0.0,0.3498941552088165,val,1
S31333,231,1,2026-06-08,26,22,0.0028047691987584,0.0047522063815342,0.3607740679175191,val,1
S40008,231,1,2026-06-08,57,28,0.0024318531412203,0.0058724832214765,0.4457046856295584,val,1
S43132,231,1,2026-06-08,42,23,0.0022127924597609,0.004877340289186,0.3410683080918965,val,1
S01310,231,1,2026-06-08,29,24,0.0025361852556037,0.0087035707405915,0.3944828311786301,val,2
S04077,231,1,2026-06-08,19,16,0.0029948781874086,0.0,0.3946700376587976,val,2
S05174,231,1,2026-06-08,36,15,0.002115944891534,0.0,0.360132995292656,val,2
S06514,231,1,2026-06-08,57,20,0.0022894031901745,0.0181104298949631,0.4148632652834099,val,2
S10988,231,1,2026-06-08,36,29,0.0026178028908602,0.0085530391684449,0.4092744482428181,val,2
S13189,231,1,2026-06-08,30,13,0.0029684753241448,0.0,0.3962817459509677,val,2
S15704,231,1,2026-06-08,53,27,0.0022162001769309,0.0,0.4016045017655137,val,2
S17700,231,1,2026-06-08,44,20,0.0022551984880715,0.0069475583542211,0.3861123554532232,val,2
S20998,231,1,2026-06-08,46,18,0.0019692465930033,0.0,0.3362082166205639,val,2
S21286,231,1,2026-06-08,16,26,0.0025505028841705,0.0,0.4013780866569725,val,2
S22238,231,1,2026-06-08,27,19,0.0027299848774151,0.0,0.3645918611107731,val,2
S24289,231,1,2026-06-08,15,21,0.0030959713946659,0.0027616174076358,0.3941781584524675,val,2
S29517,231,1,2026-06-08,44,19,0.002206259435224,0.0116589487710013,0.3688512372207156,val,2
S29853,231,1,2026-06-08,52,22,0.0022001980467025,0.0,0.3498941552088165,val,2
S31333,231,1,2026-06-08,24,22,0.0028323477428707,0.0047522063815342,0.3607740679175191,val,2
S40008,231,1,2026-06-08,55,28,0.0023332602592505,0.0058724832214765,0.4457046856295584,val,2
S43132,231,1,2026-06-08,44,23,0.0020988791308999,0.004877340289186,0.3410683080918965,val,2
