ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split,position
S03553,204,1,2026-05-28,42,28,0.0013467941124716,0.0,0.1515666735209294,val,1
S03854,204,1,2026-05-28,33,19,0.0006232335210464,0.0,0.0754735574270678,val,1
S04126,204,1,2026-05-28,25,25,0.0016472950118473,0.0,0.1047147633865089,val,1
S05905,204,1,2026-05-28,35,30,0.0013355666224531,0.0,0.1250144826212722,val,1
S10547,204,1,2026-05-28,18,24,0.001629647650186,0.0,0.149522117473438,val,1
S11096,204,1,2026-05-28,37,29,0.0012034218917173,0.0,0.1468376954543571,val,1
S14637,204,1,2026-05-28,35,27,0.0013062550961551,0.0,0.1582480811997367,val,1
S17909,204,1,2026-05-28,47,22,0.0017127890855183,0.0,0.16982817970608,val,1
S21612,204,1,2026-05-28,35,16,0.0005557598224769,0.0,0.0984400691068977,val,1
S26060,204,1,2026-05-28,26,23,0.0010957064192949,0.0,0.0886363351687443,val,1
S26829,204,1,2026-05-28,38,19,0.0006245405298071,0.0,0.0730229604487663,val,1
S31169,204,1,2026-05-28,39,21,0.0008165479460588,0.0,0.0598527038245255,val,1
S31176,204,1,2026-05-28,39,20,0.0007001104795537,0.0,0.0871997829780796,val,1
S33163,204,1,2026-05-28,63,26,0.0021707490890687,0.0036275121616542,0.3609722006500733,val,1
S35357,204,1,2026-05-28,32,14,0.0003380381791605,0.0,0.0946272674059008,val,1
S37104,204,1,2026-05-28,46,23,0.0016268712911935,0.0,0.1450190145732365,val,1
S37782,204,1,2026-05-28,19,23,0.0013018211246302,0.0,0.1546865458852231,val,1
S42419,204,1,2026-05-28,47,21,0.0017653318534899,0.0,0.1385895503779502,val,1
S43367,204,1,2026-05-28,42,25,0.0015428315836885,0.0,0.0896928228455801,val,1
S03553,204,1,2026-05-28,40,28,0.0012768371188429,0.0,0.1515666735209294,val,2
S03854,204,1,2026-05-28,35,19,0.0012246757858244,0.0,0.0754735574270678,val,2
S04126,204,1,2026-05-28,27,25,0.0014667217739837,0.0,0.1047147633865089,val,2
S05905,204,1,2026-05-28,33,30,0.0013217879286342,0.0,0.1250144826212722,val,2
S10547,204,1,2026-05-28,16,24,0.0015964370627936,0.0,0.149522117473438,val,2
S11096,204,1,2026-05-28,39,29,0.0012130046610105,0.0,0.1468376954543571,val,2
S14637,204,1,2026-05-28,37,27,0.0014015685235952,0.0,0.1582480811997367,val,2
S17909,204,1,2026-05-28,45,22,0.0010969354502519,0.0,0.16982817970608,val,2
S21612,204,1,2026-05-28,33,16,0.0004496834981799,0.0,0.0984400691068977,val,2
S26060,204,1,2026-05-28,28,23,0.0014903478618815,0.0,0.0886363351687443,val,2
S26829,204,1,2026-05-28,39,19,0.0010649994241614,0.0,0.0730229604487663,val,2
S31169,204,1,2026-05-28,41,21,0.000771659856324,0.0,0.0598527038245255,val,2
S31176,204,1,2026-05-28,37,20,0.0006460721416357,0.0,0.0871997829780796,val,2
S33163,204,1,2026-05-28,58,29,0.0024319419279284,0.0036275121616542,0.3609722006500733,val,2
S35357,204,1,2026-05-28,30,14,0.0003713961921217,0.0,0.0946272674059008,val,2
S37104,204,1,2026-05-28,48,23,0.0016156920943345,0.0,0.1450190145732365,val,2
S37782,204,1,2026-05-28,21,23,0.0013228136996575,0.0,0.1546865458852231,val,2
S42419,204,1,2026-05-28,49,21,0.0010414127001908,0.0,0.1385895503779502,val,2
S43367,204,1,2026-05-28,44,25,0.0014615810130624,0.0,0.0896928228455801,val,2
S03553,204,1,2026-05-28,46,28,0.0014198138529821,0.0,0.1515666735209294,val,3
S03854,204,1,2026-05-28,29,19,0.0004645377265112,0.0,0.0754735574270678,val,3
S04126,204,1,2026-05-28,21,25,0.0014910798109217,0.0,0.1047147633865089,val,3
S05905,204,1,2026-05-28,39,30,0.001242653183265,0.0,0.1250144826212722,val,3
S10547,204,1,2026-05-28,22,24,0.0015168019748109,0.0,0.149522117473438,val,3
S11096,204,1,2026-05-28,33,29,0.0013859235896497,0.0,0.1468376954543571,val,3
S14637,204,1,2026-05-28,31,27,0.0015141086544334,0.0,0.1582480811997367,val,3
S17909,204,1,2026-05-28,51,22,0.0011571552264794,0.0,0.16982817970608,val,3
S21612,204,1,2026-05-28,39,16,0.0003755672699769,0.0,0.0984400691068977,val,3
S26060,204,1,2026-05-28,22,23,0.0012455695822415,0.0,0.0886363351687443,val,3
S26829,204,1,2026-05-28,36,19,0.000664443695386,0.0,0.0730229604487663,val,3
S31169,204,1,2026-05-28,35,21,0.0005725548611652,0.0,0.0598527038245255,val,3
S31176,204,1,2026-05-28,43,20,0.0006643393125024,0.0,0.0871997829780796,val,3
S33163,204,1,2026-05-28,49,12,0.0014912535358367,0.0036275121616542,0.3609722006500733,val,3
S35357,204,1,2026-05-28,36,14,0.0003974983198294,0.0,0.0946272674059008,val,3
S37104,204,1,2026-05-28,42,23,0.0011718163356552,0.0,0.1450190145732365,val,3
S37782,204,1,2026-05-28,15,23,0.0013202197728825,0.0,0.1546865458852231,val,3
S42419,204,1,2026-05-28,42,21,0.0008380997401652,0.0,0.1385895503779502,val,3
S43367,204,1,2026-05-28,38,25,0.0012820743875872,0.0,0.0896928228455801,val,3
S03553,204,1,2026-05-28,44,28,0.0013429137554824,0.0,0.1515666735209294,val,4
S03854,204,1,2026-05-28,31,19,0.0007726891811818,0.0,0.0754735574270678,val,4
S04126,204,1,2026-05-28,23,25,0.0015252999371326,0.0,0.1047147633865089,val,4
S05905,204,1,2026-05-28,37,30,0.0012314645052162,0.0,0.1250144826212722,val,4
S10547,204,1,2026-05-28,20,24,0.0015436062935869,0.0,0.149522117473438,val,4
S11096,204,1,2026-05-28,35,29,0.0013701788457531,0.0,0.1468376954543571,val,4
S14637,204,1,2026-05-28,33,27,0.0013944171217006,0.0,0.1582480811997367,val,4
S17909,204,1,2026-05-28,49,22,0.0010464760331099,0.0,0.16982817970608,val,4
S21612,204,1,2026-05-28,37,16,0.0003513308498015,0.0,0.0984400691068977,val,4
S26060,204,1,2026-05-28,24,23,0.0009259903063854,0.0,0.0886363351687443,val,4
S26829,204,1,2026-05-28,37,19,0.0005638083769102,0.0,0.0730229604487663,val,4
S31169,204,1,2026-05-28,37,21,0.0007999764666018,0.0,0.0598527038245255,val,4
S31176,204,1,2026-05-28,41,20,0.000838271189765,0.0,0.0871997829780796,val,4
S33163,204,1,2026-05-28,53,13,0.0012356209618038,0.0036275121616542,0.3609722006500733,val,4
S35357,204,1,2026-05-28,34,14,0.0004260433942659,0.0,0.0946272674059008,val,4
S37104,204,1,2026-05-28,44,23,0.0012642458376415,0.0,0.1450190145732365,val,4
S37782,204,1,2026-05-28,17,23,0.0012135560575467,0.0,0.1546865458852231,val,4
S42419,204,1,2026-05-28,44,21,0.0014512918870828,0.0,0.1385895503779502,val,4
S43367,204,1,2026-05-28,40,25,0.0013512204673067,0.0,0.0896928228455801,val,4
S03553,204,2,2026-05-28,42,28,0.0013467941124716,0.0,0.1515666735209294,val,1
S03854,204,2,2026-05-28,33,19,0.0006232335210464,0.0,0.0754735574270678,val,1
S04126,204,2,2026-05-28,25,25,0.0016472950118473,0.0,0.1047147633865089,val,1
S05905,204,2,2026-05-28,35,30,0.0013355666224531,0.0,0.1250144826212722,val,1
S10547,204,2,2026-05-28,18,24,0.001629647650186,0.0,0.149522117473438,val,1
S11096,204,2,2026-05-28,37,29,0.0012034218917173,0.0,0.1468376954543571,val,1
S14637,204,2,2026-05-28,35,27,0.0013062550961551,0.0,0.1582480811997367,val,1
S17909,204,2,2026-05-28,47,22,0.0017127890855183,0.0,0.16982817970608,val,1
S21612,204,2,2026-05-28,35,16,0.0005557598224769,0.0,0.0984400691068977,val,1
S26060,204,2,2026-05-28,26,23,0.0010957064192949,0.0,0.0886363351687443,val,1
S26829,204,2,2026-05-28,38,19,0.0006245405298071,0.0,0.0730229604487663,val,1
S31169,204,2,2026-05-28,39,21,0.0008165479460588,0.0,0.0598527038245255,val,1
S31176,204,2,2026-05-28,39,20,0.0007001104795537,0.0,0.0871997829780796,val,1
S33163,204,2,2026-05-28,63,26,0.0021707490890687,0.0036275121616542,0.3609722006500733,val,1
S35357,204,2,2026-05-28,32,14,0.0003380381791605,0.0,0.0946272674059008,val,1
S37104,204,2,2026-05-28,46,23,0.0016268712911935,0.0,0.1450190145732365,val,1
S37782,204,2,2026-05-28,19,23,0.0013018211246302,0.0,0.1546865458852231,val,1
S42419,204,2,2026-05-28,47,21,0.0017653318534899,0.0,0.1385895503779502,val,1
S43367,204,2,2026-05-28,42,25,0.0015428315836885,0.0,0.0896928228455801,val,1
S03553,204,2,2026-05-28,40,28,0.0012768371188429,0.0,0.1515666735209294,val,2
S03854,204,2,2026-05-28,35,19,0.0012246757858244,0.0,0.0754735574270678,val,2
S04126,204,2,2026-05-28,27,25,0.0014667217739837,0.0,0.1047147633865089,val,2
S05905,204,2,2026-05-28,33,30,0.0013217879286342,0.0,0.1250144826212722,val,2
S10547,204,2,2026-05-28,16,24,0.0015964370627936,0.0,0.149522117473438,val,2
S11096,204,2,2026-05-28,39,29,0.0012130046610105,0.0,0.1468376954543571,val,2
S14637,204,2,2026-05-28,37,27,0.0014015685235952,0.0,0.1582480811997367,val,2
S17909,204,2,2026-05-28,45,22,0.0010969354502519,0.0,0.16982817970608,val,2
S21612,204,2,2026-05-28,33,16,0.0004496834981799,0.0,0.0984400691068977,val,2
S26060,204,2,2026-05-28,28,23,0.0014903478618815,0.0,0.0886363351687443,val,2
S26829,204,2,2026-05-28,39,19,0.0010649994241614,0.0,0.0730229604487663,val,2
S31169,204,2,2026-05-28,41,21,0.000771659856324,0.0,0.0598527038245255,val,2
S31176,204,2,2026-05-28,37,20,0.0006460721416357,0.0,0.0871997829780796,val,2
S33163,204,2,2026-05-28,58,29,0.0024319419279284,0.0036275121616542,0.3609722006500733,val,2
S35357,204,2,2026-05-28,30,14,0.0003713961921217,0.0,0.0946272674059008,val,2
S37104,204,2,2026-05-28,48,23,0.0016156920943345,0.0,0.1450190145732365,val,2
S37782,204,2,2026-05-28,21,23,0.0013228136996575,0.0,0.1546865458852231,val,2
S42419,204,2,2026-05-28,49,21,0.0010414127001908,0.0,0.1385895503779502,val,2
S43367,204,2,2026-05-28,44,25,0.0014615810130624,0.0,0.0896928228455801,val,2
