ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split,position
S03754,242,1,2026-06-01,50,23,0.0014385734445174,0.0,0.2206034729440759,val,1
S05541,242,1,2026-06-01,30,19,0.0015917265696474,0.0,0.2483153469082066,val,1
S05861,242,1,2026-06-01,54,14,0.0012863045719606,0.0,0.2770512944381624,val,1
S08941,242,1,2026-06-01,48,31,0.0013091618153577,0.0,0.2233639840299393,val,1
S09681,242,1,2026-06-01,56,27,0.0011135564608296,0.0,0.2123170637115146,val,1
S14615,242,1,2026-06-01,63,22,0.0013437172863321,0.0,0.2028960194377528,val,1
S14731,242,1,2026-06-01,62,19,0.0013227739160747,0.0,0.1955157002511705,val,1
S15376,242,1,2026-06-01,49,31,0.0013964805231381,0.0067526715171771,0.2275423947616276,val,1
S16042,242,1,2026-06-01,22,15,0.001228006883874,0.0,0.2267442936776136,val,1
S16043,242,1,2026-06-01,14,24,0.0012588593057671,0.0,0.196833136892032,val,1
S16549,242,1,2026-06-01,54,21,0.0012364610344404,0.004323130050538,0.2113830755647876,val,1
S17645,242,1,2026-06-01,52,26,0.001165052884041,0.0043973406137822,0.2578985799999018,val,1
S19118,242,1,2026-06-01,14,18,0.0010114915570479,0.0,0.2138407914821919,val,1
S20313,242,1,2026-06-01,30,29,0.0012822909824921,0.0,0.2319490387298275,val,1
S20427,242,1,2026-06-01,46,29,0.0011930260402836,0.0,0.1815317760994114,val,1
S21316,242,1,2026-06-01,31,27,0.0014705546631502,0.0,0.2300110227715507,val,1
S23504,242,1,2026-06-01,35,17,0.0012889435337326,0.0,0.184458448013936,val,1
S24569,242,1,2026-06-01,59,28,0.001309566585491,0.0,0.1870196791920376,val,1
S29601,242,1,2026-06-01,37,25,0.0015900508659016,0.0,0.2456524740460795,val,1
S29901,242,1,2026-06-01,27,20,0.001346458474325,0.0,0.2207757896545794,val,1
S30308,242,1,2026-06-01,39,15,0.0013327079898615,0.0,0.2198925974234106,val,1
S33596,242,1,2026-06-01,49,18,0.0012265127080136,0.0,0.2374585851909596,val,1
S33597,242,1,2026-06-01,44,26,0.0011931538819469,0.0,0.2071979801359598,val,1
S03754,242,1,2026-06-01,51,23,0.0013280882538291,0.0,0.2206034729440759,val,2
S05541,242,1,2026-06-01,31,19,0.0013639188128365,0.0,0.2483153469082066,val,2
S05861,242,1,2026-06-01,52,14,0.0011536856943342,0.0,0.2770512944381624,val,2
S08941,242,1,2026-06-01,45,32,0.0014647868566339,0.0,0.2233639840299393,val,2
S09681,242,1,2026-06-01,57,27,0.0011183843818055,0.0,0.2123170637115146,val,2
S14615,242,1,2026-06-01,62,22,0.0012898686110897,0.0,0.2028960194377528,val,2
S14731,242,1,2026-06-01,63,19,0.00114824268215,0.0,0.1955157002511705,val,2
S15376,242,1,2026-06-01,50,31,0.0013319752094298,0.0067526715171771,0.2275423947616276,val,2
S16042,242,1,2026-06-01,23,15,0.001063877335357,0.0,0.2267442936776136,val,2
S16043,242,1,2026-06-01,15,25,0.0011672612762874,0.0,0.196833136892032,val,2
S16549,242,1,2026-06-01,55,21,0.0012229588801368,0.004323130050538,0.2113830755647876,val,2
S17645,242,1,2026-06-01,51,26,0.0010196532777432,0.0043973406137822,0.2578985799999018,val,2
S19118,242,1,2026-06-01,15,26,0.0010885153495121,0.0,0.2138407914821919,val,2
S20313,242,1,2026-06-01,31,29,0.0012150457981092,0.0,0.2319490387298275,val,2
S20427,242,1,2026-06-01,47,29,0.0013096668011349,0.0,0.1815317760994114,val,2
S21316,242,1,2026-06-01,32,27,0.0014469463953301,0.0,0.2300110227715507,val,2
