ufs_serial,run_id,wafer_no,date,die_x,die_y,pred,health,clf_proba,split,position
S00206,17,3,2025-10-26,14,20,0.0029120607057948,0.0,0.4036693956907295,train,1
S00207,17,3,2025-10-26,47,21,0.0032386505585661,0.0024246859373094,0.4070646915854007,train,1
S00211,17,15,2025-10-26,26,16,0.0033862634526218,0.0024002356770644,0.4807219140779789,train,1
S00238,17,25,2025-10-26,37,23,0.001309997103773,0.0,0.3274418503942407,train,1
S00679,17,18,2025-10-26,52,25,0.003453450021924,0.0,0.4424001860594382,train,1
S00683,17,24,2025-10-26,17,17,0.0036513603650331,0.0,0.5278003603242581,train,1
S00772,17,9,2025-10-26,52,21,0.0034555343318815,0.0,0.4964490282238769,train,1
S00774,17,3,2025-10-26,62,23,0.0034285719462785,0.0,0.4098302636733178,train,1
S00973,17,5,2025-10-26,22,17,0.0033625770519544,0.0,0.4775873000231493,train,1
S00975,17,1,2025-10-26,30,26,0.0034089955288738,0.0,0.4434764328438936,train,1
S00977,17,1,2025-10-26,38,29,0.0033968621861516,0.0,0.469187467028596,train,1
S00980,17,14,2025-10-26,33,14,0.0032206852879253,0.0,0.3803030119746636,train,1
S00984,17,14,2025-10-26,35,14,0.0032602965435983,0.0,0.4090464548543099,train,1
S00985,17,18,2025-10-26,49,13,0.0030628031886727,0.0,0.4607987110694347,train,1
S01083,17,25,2025-10-26,47,18,0.0012203221277816,0.0,0.2596044359711346,train,1
S01379,17,25,2025-10-26,40,17,0.0009888978024608,0.0,0.2176907693377308,train,1
S01380,17,25,2025-10-26,31,19,0.00088172242637,0.0,0.2478857225398755,train,1
S01531,17,24,2025-10-26,22,29,0.0033730682853433,0.0103766803570842,0.4632702699974134,train,1
S01533,17,14,2025-10-26,49,31,0.0031499480305337,0.0,0.4685695101914437,train,1
S01814,17,3,2025-10-26,32,13,0.0030887388939688,0.0,0.4019184861212241,train,1
S01815,17,15,2025-10-26,35,29,0.0033735877038978,0.0086634418442497,0.4693872374484711,train,1
S01817,17,15,2025-10-26,46,19,0.0034155214879513,0.0058429000534913,0.510899110462796,train,1
S01818,17,15,2025-10-26,18,26,0.0033759201611132,0.0,0.4611067720951536,train,1
S01819,17,9,2025-10-26,33,19,0.0030412082492602,0.0,0.4071061115343393,train,1
S01820,17,3,2025-10-26,33,17,0.0031581901259689,0.0029311936209677,0.4388288494782353,train,1
S01821,17,9,2025-10-26,57,17,0.0033915781914295,0.0088547605473204,0.4682934243228207,train,1
S01825,17,3,2025-10-26,55,21,0.003380305132155,0.0,0.4494656938753776,train,1
S01826,17,15,2025-10-26,36,26,0.0034588891386273,0.0056856369028722,0.4829406883529161,train,1
S01829,17,3,2025-10-26,57,24,0.0033890806422232,0.0,0.4295023239202717,train,1
S01884,17,3,2025-10-26,41,18,0.0032394853176621,0.0,0.4223588330617245,train,1
S01904,17,15,2025-10-26,30,14,0.0034170366577566,0.0,0.4961662165039914,train,1
S01927,17,20,2025-10-26,47,17,0.0035671834622559,0.0,0.4250662179072018,train,1
S01928,17,8,2025-10-26,47,22,0.0030884879081134,0.0,0.4862549002457334,train,1
S01931,17,7,2025-10-26,14,19,0.0028897357289578,0.0,0.4795994681575266,train,1
S01933,17,8,2025-10-26,42,31,0.0029593806731717,0.0,0.4752215483098738,train,1
S01934,17,24,2025-10-26,52,16,0.0033813283957908,0.0,0.4776497211947365,train,1
S01935,17,24,2025-10-26,55,27,0.0034247633859076,0.0,0.4271823409453896,train,1
S01936,17,7,2025-10-26,24,23,0.0033692848250452,0.0,0.5070670436304611,train,1
S01937,17,2,2025-10-26,54,18,0.0032816751656895,0.0,0.4795736534873967,train,1
S02051,17,7,2025-10-26,58,26,0.0030812281762927,0.0099261034551627,0.4481192253830335,train,1
S02352,17,25,2025-10-26,32,30,0.0011777532479997,0.0,0.2828435737498005,train,1
S02370,17,2,2025-10-26,43,15,0.003212800365822,0.0,0.3941346790258853,train,1
S02557,17,8,2025-10-26,14,18,0.0029050932460347,0.0,0.5412615605539125,train,1
S02580,17,20,2025-10-26,59,24,0.0035636625947866,0.0,0.4674748039967607,train,1
S02581,17,24,2025-10-26,26,17,0.0034838313536137,0.0,0.4051266025673084,train,1
S02772,17,15,2025-10-26,39,32,0.0034073894015169,0.0,0.4664202819977512,train,1
S02783,17,13,2025-10-26,53,24,0.003395042709661,0.0,0.4663597051277728,train,1
S02804,17,5,2025-10-26,47,16,0.0033937263348395,0.0,0.4361586784479995,train,1
S02807,17,24,2025-10-26,43,17,0.0034366857172921,0.0,0.4667860538114395,train,1
S02808,17,19,2025-10-26,36,15,0.0031523808343711,0.0,0.4619948937865259,train,1
S02809,17,18,2025-10-26,34,20,0.0033159196056696,0.0,0.3860502169218145,train,1
S02861,17,25,2025-10-26,54,15,0.0011721462081288,0.0,0.2539619525562484,train,1
S02984,17,1,2025-10-26,26,26,0.0033924389507637,0.0,0.4786043976171782,train,1
S02987,17,17,2025-10-26,23,25,0.0032367224861587,0.0028635300353764,0.4224617508466311,train,1
S02988,17,13,2025-10-26,37,17,0.0033031220522317,0.0,0.4010759655227858,train,1
S02991,17,20,2025-10-26,50,20,0.0035828568060668,0.0,0.4929410886703413,train,1
S03035,17,3,2025-10-26,45,29,0.0032818734421743,0.0,0.4300579323002746,train,1
S03041,17,14,2025-10-26,26,14,0.0032220104256322,0.0061208404147885,0.4356909315714201,train,1
S03044,17,14,2025-10-26,46,27,0.0031909231050558,0.0104508369080662,0.4335074320499854,train,1
S03045,17,2,2025-10-26,24,14,0.0028045993429109,0.0090586809321145,0.410756357763679,train,1
S03046,17,2,2025-10-26,36,29,0.0030338943455872,0.0045085499160883,0.387112361140735,train,1
S03048,17,2,2025-10-26,36,15,0.0032371390626002,0.0046724578820697,0.4117387246911903,train,1
S03049,17,6,2025-10-26,50,26,0.0030754700177966,0.0076942607317133,0.4799542080655068,train,1
S03051,17,8,2025-10-26,49,30,0.0029742208185918,0.0077735442982538,0.5033191574531651,train,1
S03052,17,1,2025-10-26,57,25,0.0034929548120215,0.0061811884174229,0.4033467381374857,train,1
S03054,17,6,2025-10-26,59,22,0.0032207966846907,0.0015078563258668,0.4716008862658878,train,1
S03057,17,24,2025-10-26,51,28,0.0035211129940978,0.0015234416908057,0.4380005149550516,train,1
S03058,17,19,2025-10-26,22,16,0.0030239912065924,0.0030899313003201,0.4434254659972504,train,1
S03059,17,20,2025-10-26,45,28,0.0035117555736279,0.0,0.4783326885317517,train,1
S03174,17,1,2025-10-26,14,18,0.0032450076001346,0.0030029485692188,0.382453999917594,train,1
S03325,17,25,2025-10-26,48,23,0.0013602027413541,0.0,0.3115725755517001,train,1
S03721,17,13,2025-10-26,48,19,0.0032345800020531,0.0,0.4621706223261091,train,1
S03723,17,19,2025-10-26,17,23,0.0029752378574639,0.0,0.4766080348931172,train,1
S03831,17,12,2025-10-26,25,13,0.0015424385917679,0.0,0.4345629510018962,train,1
S03897,17,2,2025-10-26,31,17,0.0031927176970012,0.0,0.4106597226528516,train,1
S03898,17,2,2025-10-26,42,24,0.0032299300003678,0.0,0.4347487826851909,train,1
S03899,17,2,2025-10-26,39,17,0.00318192352176,0.0,0.4613341617401198,train,1
S03900,17,8,2025-10-26,31,15,0.0031520356119642,0.0,0.4762615605611213,train,1
S03901,17,17,2025-10-26,33,26,0.0031375153814335,0.0,0.4135299713025557,train,1
S03902,17,14,2025-10-26,31,17,0.0031236291026871,0.0,0.4462870727734405,train,1
S03904,17,19,2025-10-26,35,15,0.0032799968578941,0.0,0.529380165588124,train,1
S03932,17,25,2025-10-26,62,23,0.0015802905668803,0.0,0.2620138529832345,train,1
S03933,17,25,2025-10-26,39,17,0.0007983850151507,0.0,0.2622073495811514,train,1
S03985,17,2,2025-10-26,32,16,0.003442814094729,0.0,0.4418694716003782,train,1
S03986,17,14,2025-10-26,37,20,0.0032155534309454,0.0,0.4384182477760632,train,1
S03987,17,19,2025-10-26,21,19,0.0032908110646222,0.0,0.41318948189076,train,1
S04030,17,3,2025-10-26,57,26,0.0033774971262748,0.0,0.3814378404663991,train,1
S04235,17,25,2025-10-26,23,20,0.0016739481568901,0.0,0.2510449043532037,train,1
S04489,17,15,2025-10-26,34,16,0.0034156028540302,0.0,0.46670463502142,train,1
S04491,17,15,2025-10-26,58,26,0.003409882574486,0.0,0.4045198362865426,train,1
S04493,17,3,2025-10-26,42,19,0.0033303540934608,0.0,0.4584081470819193,train,1
S04524,17,18,2025-10-26,24,26,0.0035175376493377,0.0,0.4715371574739345,train,1
