feature,corr,abs_corr
X638_range,0.01755265295074186,0.01755265295074186
X501_std,-0.017515556355624726,0.017515556355624726
X40_mean,0.017505365250976207,0.017505365250976207
X503_range,-0.01747979105934882,0.01747979105934882
X967_range,0.017454028886783726,0.017454028886783726
X683_range,-0.01739228694677765,0.01739228694677765
X888_std,0.01731844384699211,0.01731844384699211
X683_mean,-0.01731439615687934,0.01731439615687934
X435_median,0.017301006223464914,0.017301006223464914
X501_range,-0.017261947106414162,0.017261947106414162
X664_min,-0.017261079647346897,0.017261079647346897
X738_mean,0.017247233477551034,0.017247233477551034
X390_range,0.01722878514755024,0.01722878514755024
X756_max,0.017222150979414423,0.017222150979414423
X886_std,0.017221748194314778,0.017221748194314778
X944_range,0.017195000583203484,0.017195000583203484
X430_max,0.01717408668657627,0.01717408668657627
X638_std,0.017145028602141222,0.017145028602141222
X37_range,0.01713211836073624,0.01713211836073624
X721_max,0.017090605785340503,0.017090605785340503
X721_median,0.017077988770173174,0.017077988770173174
X7_std,0.017073647108860834,0.017073647108860834
X1079_median,-0.017072128887754535,0.017072128887754535
X390_std,0.017070898517878443,0.017070898517878443
X822_std,0.017063714962719117,0.017063714962719117
X125_std,0.0170255575602511,0.0170255575602511
X1013_max,0.01696231126877355,0.01696231126877355
X125_range,0.016949749041765726,0.016949749041765726
X77_std,-0.0169381312225618,0.0169381312225618
X1005_range,-0.016931495843428603,0.016931495843428603
X1056_range,0.016888879712704277,0.016888879712704277
X948_median,0.01687361326919844,0.01687361326919844
X458_mean,0.016871760594048053,0.016871760594048053
X485_max,0.016862238209196353,0.016862238209196353
X268_range,0.016849585072387967,0.016849585072387967
X45_median,-0.016847569205134423,0.016847569205134423
X509_max,0.016814576981114358,0.016814576981114358
X462_range,0.01675081112951377,0.01675081112951377
X268_std,0.0167480493541511,0.0167480493541511
X483_median,0.01674388858089202,0.01674388858089202
X819_min,0.016739765762103984,0.016739765762103984
X738_max,0.016735045187714005,0.016735045187714005
X943_max,0.016706638992067264,0.016706638992067264
X928_mean,0.016703422142452337,0.016703422142452337
X857_std,-0.0166801037869174,0.0166801037869174
X929_min,0.01667946043194188,0.01667946043194188
X473_range,-0.01666452397414917,0.01666452397414917
X473_max,-0.01665679188290682,0.01665679188290682
X936_min,0.016619583831155225,0.016619583831155225
X769_std,0.016604431580688445,0.016604431580688445
X728_max,0.016600795369524426,0.016600795369524426
X205_range,0.01659751105237915,0.01659751105237915
X453_median,0.01657118789619376,0.01657118789619376
X690_range,-0.016563096062345097,0.016563096062345097
X764_max,0.01655293014289531,0.01655293014289531
X457_median,0.016543046654751627,0.016543046654751627
X962_median,0.016540508457341552,0.016540508457341552
X473_std,-0.016519550185813043,0.016519550185813043
X821_mean,0.016496826883574515,0.016496826883574515
X77_max,-0.01646577756010096,0.01646577756010096
X37_std,0.016429704809431827,0.016429704809431827
X180_max,-0.01642388277398055,0.01642388277398055
X180_std,-0.016395315830633098,0.016395315830633098
X933_median,-0.016381153138135904,0.016381153138135904
X46_min,-0.016358752597318685,0.016358752597318685
X914_range,0.01634165916630631,0.01634165916630631
X955_max,0.01631227914156619,0.01631227914156619
X191_max,-0.01630896288673869,0.01630896288673869
X818_std,0.01625099773201749,0.01625099773201749
X46_range,0.016233253790792514,0.016233253790792514
X464_range,0.016227888585738332,0.016227888585738332
X676_max,-0.016206908678042316,0.016206908678042316
X365_mean,0.016206035390445732,0.016206035390445732
X832_mean,0.016182990055358122,0.016182990055358122
X504_max,0.016163632171194313,0.016163632171194313
X948_max,0.016156529539072786,0.016156529539072786
X892_median,0.016152938767924306,0.016152938767924306
X127_max,0.01615022612651238,0.01615022612651238
X500_min,0.01610232353724012,0.01610232353724012
X1005_std,-0.016093944215243412,0.016093944215243412
X823_std,-0.01602779071798735,0.01602779071798735
X949_mean,0.016023687552888136,0.016023687552888136
X462_mean,0.016021565353163465,0.016021565353163465
X336_mean,-0.016012832621236248,0.016012832621236248
X754_max,0.015983092124958725,0.015983092124958725
X435_max,0.015975632135157933,0.015975632135157933
X775_median,-0.01594528602673925,0.01594528602673925
X111_range,0.015940271890692116,0.015940271890692116
X831_range,0.01589999049531284,0.01589999049531284
X346_std,-0.015869080733754214,0.015869080733754214
X821_median,0.015856078288641013,0.015856078288641013
X613_median,0.015792710743826547,0.015792710743826547
X552_max,0.01577104779523873,0.01577104779523873
X721_mean,0.015769937615564687,0.015769937615564687
X937_range,0.015764928568371677,0.015764928568371677
X1019_min,0.01574095121341317,0.01574095121341317
X290_min,-0.015739183099638333,0.015739183099638333
X473_mean,-0.015727341299611997,0.015727341299611997
X857_range,-0.015721447678127033,0.015721447678127033
X550_mean,0.015699625230212445,0.015699625230212445
X643_range,0.015690660448999652,0.015690660448999652
X976_min,-0.015685300096681457,0.015685300096681457
X638_max,0.015653794406284324,0.015653794406284324
X385_mean,-0.015640092577025373,0.015640092577025373
X836_min,-0.015626408420856046,0.015626408420856046
X346_range,-0.015613169532019322,0.015613169532019322
X447_max,0.01560458144176853,0.01560458144176853
X464_std,0.015549437160559128,0.015549437160559128
X780_std,0.015519939734005748,0.015519939734005748
X680_min,-0.015510637338442277,0.015510637338442277
X1085_median,0.015508964772469892,0.015508964772469892
X1056_std,0.015501264030382255,0.015501264030382255
X397_median,-0.015495546443521115,0.015495546443521115
X150_median,-0.015476204619213304,0.015476204619213304
X450_min,0.015466671822089648,0.015466671822089648
X106_std,-0.015465284891265672,0.015465284891265672
X37_min,-0.01545773536969256,0.01545773536969256
X480_range,-0.01544051279171055,0.01544051279171055
X648_max,0.015434372368940644,0.015434372368940644
X27_std,0.01539991588565535,0.01539991588565535
X640_mean,0.01534733085657414,0.01534733085657414
X113_max,0.01531693702785965,0.01531693702785965
X720_max,0.015309812096275981,0.015309812096275981
X653_median,0.015291682014957739,0.015291682014957739
X669_range,0.015274210585535158,0.015274210585535158
X864_range,-0.015259260464734501,0.015259260464734501
X969_mean,0.01525486914307409,0.01525486914307409
X395_median,-0.015233876775628354,0.015233876775628354
X396_min,-0.015218913858810475,0.015218913858810475
X656_min,-0.015214544298285388,0.015214544298285388
X213_max,0.015210612786173616,0.015210612786173616
X823_range,-0.015182158845834228,0.015182158845834228
