feature,importance
X275_mean,2
X150_median,2
X1042_range,2
X1075_max,2
X35_median,2
X21_median,2
X879_range,2
X120_min,2
X112_min,2
X37_median,2
X106_median,2
X430_std,2
X425_std,2
X393_std,2
X391_std,2
X390_std,2
X413_std,2
X409_std,2
X397_std,2
X972_mean,2
X123_max,2
X197_max,2
X968_median,2
X952_median,2
X962_mean,2
X841_range,2
X835_range,2
X640_mean,2
X744_mean,2
X395_median,2
X131_median,2
X903_range,2
X240_median,2
X959_mean,2
X158_max,2
X131_max,2
X911_median,2
X948_mean,2
X240_min,2
X213_min,2
X296_min,2
X425_median,2
X759_mean,2
X758_mean,2
X376_median,2
X931_median,2
X548_std,2
X105_max,2
X582_std,2
X907_median,2
X903_median,2
X899_median,2
X893_median,2
X891_median,2
X50_max,2
X75_max,2
X69_max,2
X919_mean,2
X888_median,2
X747_mean,2
X262_min,2
X247_min,2
X392_median,2
X390_median,2
X833_range,2
X827_range,2
X31_max,2
X880_median,2
X873_median,2
X1080_min,2
X1079_min,2
X510_max,2
X905_max,2
X756_mean,2
X753_mean,2
X500_max,2
X637_std,2
X946_mean,2
X925_mean,2
X904_mean,2
X899_mean,2
X896_mean,2
X1068_min,2
X1060_min,2
X1049_min,2
X17_max,2
X14_max,2
X6_max,2
X915_mean,2
X884_median,2
X788_std,2
X929_mean,2
X748_std,2
X447_median,2
X988_max,2
X386_min,2
X975_max,2
X1041_min,2
X1011_min,2
X1073_min,2
X870_median,2
X867_median,2
X866_median,2
X823_std,2
X580_max,2
X570_max,2
X889_max,2
X880_max,2
X877_max,2
X443_min,2
X899_max,2
X893_max,2
X566_max,2
X796_std,2
X794_std,2
X891_std,2
X890_std,2
X856_std,2
X855_std,2
X850_std,2
X816_std,2
X868_max,2
X867_max,2
X864_max,2
X862_max,2
X859_max,2
X429_median,2
X587_max,2
X583_max,2
X997_min,2
X847_mean,2
X643_max,2
X561_mean,2
X632_max,2
X913_std,2
X905_std,2
X900_std,2
X849_median,2
X845_median,2
X458_mean,2
X457_mean,2
X464_median,2
X463_median,2
X462_median,2
X461_median,2
X458_median,2
X433_min,2
X420_min,2
X411_min,2
X950_std,2
X947_std,2
X942_std,2
X987_std,2
X466_median,2
X848_max,2
X843_max,2
X447_mean,2
X852_max,2
X465_min,2
X463_min,2
X669_max,2
X466_mean,2
X463_mean,2
X853_median,2
X823_mean,2
X747_max,2
X738_max,2
X932_min,2
X968_std,2
X994_std,2
X838_median,2
X485_min,2
X569_min,2
X552_min,2
X655_range,2
X648_range,2
X452_median,2
X764_range,2
X802_mean,2
X801_mean,2
X879_min,2
X769_max,2
X506_min,2
X769_mean,2
X765_mean,2
X763_mean,2
X762_mean,2
X745_range,2
X552_median,2
X510_median,2
X498_min,2
X763_max,2
X761_max,2
X825_median,2
X811_median,2
X809_median,2
X856_min,2
X855_min,2
X852_min,2
X851_min,2
X575_min,2
X572_min,2
X571_min,2
X570_range,2
X579_median,2
X577_median,2
X576_median,2
X575_median,2
X888_min,2
X880_min,2
X76_range,2
X75_range,2
X47_range,2
X7_range,2
X641_min,2
X499_range,2
X485_range,2
X587_min,2
X582_min,2
X581_min,2
X837_min,2
X833_min,2
X867_min,2
X773_max,2
X831_min,2
X824_min,2
X821_min,2
X849_min,2
X847_min,2
X845_min,2
X112_range,2
X800_mean,2
X796_mean,2
X803_min,2
X800_min,2
X820_max,2
X631_median,2
X650_median,2
X646_median,2
X792_max,2
X784_max,2
X777_max,2
X801_max,2
X798_max,2
X810_min,2
X285_range,2
X247_range,2
X765_min,2
X759_min,2
X736_median,2
X453_range,2
X566_range,2
X649_min,2
X821_max,2
X792_min,2
X748_min,2
X746_min,2
X738_min,2
X766_min,2
X327_range,2
X320_range,2
X317_range,2
X804_median,2
X803_median,2
X762_median,2
X754_median,2
X785_median,2
X773_median,2
X690_min,2
X757_min,2
X749_min,2
X131_mean,2
X91_mean,2
X1074_range,2
X1073_max,2
X42_min,2
X38_min,2
X1005_range,2
X1030_mean,2
X1081_mean,2
X271_max,2
X376_max,2
X433_max,2
X431_max,2
X1042_mean,2
X1068_max,2
X1045_median,2
X1068_median,2
X1042_max,1
X37_mean,1
X1041_median,1
X1081_median,1
X1078_median,1
X435_max,1
X443_max,1
X451_max,1
X342_max,1
X420_max,1
X425_max,1
X429_max,1
X7_median,1
X6_median,1
X4_median,1
X650_mean,1
X647_mean,1
X645_mean,1
X342_std,1
X332_std,1
X287_max,1
X319_max,1
X317_max,1
X373_std,1
X344_std,1
X388_std,1
X385_std,1
X987_median,1
X790_min,1
X788_min,1
X784_min,1
X783_min,1
X808_max,1
X807_max,1
X745_min,1
X744_min,1
X775_min,1
X769_min,1
X319_range,1
X800_median,1
X799_median,1
X759_median,1
X756_median,1
X752_median,1
X764_min,1
X762_min,1
X798_min,1
X448_range,1
X447_range,1
X445_range,1
X444_range,1
X811_max,1
X581_mean,1
X580_mean,1
X569_range,1
X562_range,1
X509_range,1
X822_max,1
X794_min,1
X791_min,1
X788_max,1
X779_max,1
X775_max,1
X803_max,1
X800_max,1
X799_max,1
X797_max,1
X796_max,1
X795_max,1
X814_min,1
X287_range,1
X275_range,1
X271_range,1
X262_range,1
X798_median,1
X793_median,1
X802_min,1
X819_max,1
X817_max,1
X816_max,1
X815_max,1
X814_max,1
X812_max,1
X462_range,1
X461_range,1
X503_range,1
X644_median,1
X643_median,1
X637_median,1
X799_min,1
X794_max,1
X790_max,1
X857_min,1
X814_mean,1
X820_median,1
X817_median,1
X815_median,1
X813_median,1
X823_min,1
X815_min,1
X843_min,1
X791_mean,1
X790_mean,1
X789_mean,1
X111_range,1
X105_range,1
X336_range,1
X807_min,1
X882_min,1
X812_mean,1
X811_mean,1
X104_range,1
X792_mean,1
X838_min,1
X588_range,1
X593_min,1
X652_min,1
X651_min,1
X501_range,1
X480_range,1
X589_range,1
X832_max,1
X586_min,1
X583_min,1
X827_median,1
X1059_std,1
X1056_std,1
X889_min,1
X579_min,1
X582_range,1
X576_range,1
X571_range,1
X632_median,1
X728_range,1
X582_median,1
X570_median,1
X887_min,1
X886_min,1
X885_min,1
X883_min,1
X920_min,1
X752_max,1
X981_std,1
X804_mean,1
X1077_std,1
X877_min,1
X566_median,1
X562_median,1
X509_min,1
X760_mean,1
X500_median,1
X503_min,1
X502_min,1
X766_max,1
X762_max,1
X757_max,1
X905_min,1
X562_min,1
X561_median,1
X644_range,1
X733_range,1
X455_median,1
X453_median,1
X451_median,1
X180_mean,1
X496_median,1
X904_min,1
X899_min,1
X894_min,1
X892_min,1
X891_min,1
X926_min,1
X862_median,1
X978_std,1
X977_std,1
X976_std,1
X820_mean,1
X818_mean,1
X1000_std,1
X751_max,1
X750_max,1
X736_max,1
X931_min,1
X967_std,1
X825_mean,1
X991_std,1
X754_max,1
X910_min,1
X957_std,1
X984_std,1
X983_std,1
X762_range,1
X845_max,1
X838_max,1
X837_max,1
X748_range,1
X854_max,1
X850_max,1
X466_min,1
X462_min,1
X982_std,1
X689_max,1
X953_min,1
X952_min,1
X794_range,1
X783_range,1
X456_median,1
X459_min,1
X458_min,1
X456_min,1
X452_min,1
X974_min,1
X973_min,1
X971_min,1
X653_max,1
X937_std,1
X936_std,1
X965_std,1
X964_std,1
X961_std,1
X581_max,1
X885_mean,1
X884_mean,1
X940_std,1
X927_std,1
X916_std,1
X652_max,1
X642_max,1
X637_max,1
X548_mean,1
X631_max,1
X914_std,1
X972_std,1
X969_std,1
X456_mean,1
X459_median,1
X797_std,1
X790_std,1
X844_std,1
X448_min,1
X866_max,1
X857_max,1
X855_max,1
X804_range,1
X434_median,1
X393_min,1
X392_min,1
X391_min,1
X390_min,1
X589_max,1
X585_max,1
X992_min,1
X575_max,1
X571_max,1
X888_max,1
X886_max,1
X874_max,1
X435_min,1
X434_min,1
X900_max,1
X894_max,1
X890_max,1
X406_min,1
X405_min,1
X562_max,1
X561_max,1
X1045_min,1
X1042_min,1
X398_min,1
X396_min,1
X395_min,1
X445_median,1
X810_range,1
X809_range,1
X807_range,1
X319_min,1
X317_min,1
X992_max,1
X990_max,1
X914_mean,1
X1012_min,1
X1075_min,1
X579_max,1
X576_max,1
X755_mean,1
X504_max,1
X501_max,1
X499_max,1
X642_std,1
X947_mean,1
X1066_min,1
X1063_min,1
X1059_min,1
X885_median,1
X883_median,1
X789_std,1
X913_mean,1
X724_std,1
X720_std,1
X399_min,1
X500_mean,1
X497_mean,1
X1078_min,1
X506_max,1
X974_max,1
X973_max,1
X971_max,1
X953_max,1
X932_max,1
X920_max,1
X917_max,1
X912_max,1
X411_median,1
X409_median,1
X406_median,1
X405_median,1
X942_mean,1
X285_min,1
X275_min,1
X271_min,1
X344_min,1
X342_min,1
X320_min,1
X386_median,1
X824_range,1
X637_mean,1
X941_mean,1
X939_mean,1
X936_mean,1
X935_mean,1
X933_mean,1
X501_mean,1
X64_max,1
X63_max,1
X59_max,1
X57_max,1
X111_max,1
X904_median,1
X900_median,1
X496_mean,1
X495_mean,1
X502_std,1
X500_std,1
X917_median,1
X920_mean,1
X918_mean,1
X890_median,1
X943_mean,1
X978_mean,1
X593_std,1
X587_std,1
X950_mean,1
X498_std,1
X941_median,1
X636_mean,1
X611_mean,1
X290_min,1
X420_median,1
X413_median,1
X271_median,1
X820_range,1
X817_range,1
X849_range,1
X938_median,1
X960_median,1
X953_median,1
X951_median,1
X342_median,1
X180_min,1
X641_mean,1
X815_range,1
X335_mean,1
X904_range,1
X870_range,1
X860_range,1
X961_mean,1
X960_mean,1
X957_mean,1
X955_mean,1
X954_mean,1
X368_mean,1
X981_median,1
X1005_median,1
X988_median,1
X260_max,1
X976_mean,1
X971_median,1
X967_mean,1
X966_mean,1
X416_std,1
X407_std,1
X971_mean,1
X970_mean,1
X112_max,1
X471_mean,1
X965_median,1
X986_median,1
X71_min,1
X893_range,1
X409_mean,1
X407_mean,1
X406_mean,1
X859_range,1
X855_range,1
X853_range,1
X874_range,1
X122_min,1
X111_min,1
X383_mean,1
X379_mean,1
X952_range,1
X373_mean,1
X430_max,1
X7_min,1
X387_max,1
X4_min,1
X1081_range,1
X739_mean,1
X1079_range,1
X413_max,1
X406_max,1
X400_max,1
X391_max,1
X390_max,1
X1066_max,1
X459_max,1
X454_max,1
X320_max,1
X751_median,1
X792_median,1
X780_median,1
X689_min,1
X756_min,1
X753_min,1
X150_mean,1
X443_range,1
X104_mean,1
X720_median,1
X689_median,1
X1071_max,1
X37_min,1
X724_mean,1
X1011_range,1
X1075_mean,1
X1070_median,0
X1071_median,0
X1073_median,0
X1075_median,0
X1076_median,0
X1077_median,0
X369_std,0
X368_std,0
X367_std,0
X366_std,0
X365_std,0
X348_std,0
X996_median,0
X993_median,0
X992_median,0
X991_median,0
X990_median,0
X989_median,0
X396_std,0
X389_std,0
X384_std,0
X379_std,0
X447_max,0
X446_max,0
X445_max,0
X444_max,0
X442_max,0
X434_max,0
X428_max,0
X416_max,0
X409_max,0
X405_max,0
X403_max,0
X399_max,0
X397_max,0
X396_max,0
X395_max,0
X393_max,0
X375_max,0
X374_max,0
X373_max,0
X369_max,0
X368_max,0
X367_max,0
X366_max,0
X365_max,0
X364_max,0
X348_max,0
X346_max,0
X344_max,0
X453_max,0
X452_max,0
X450_max,0
X448_max,0
X475_mean,0
X473_mean,0
X469_max,0
X468_max,0
X467_max,0
X464_max,0
X463_max,0
X462_max,0
X460_max,0
X458_max,0
X457_max,0
X340_max,0
X335_max,0
X332_max,0
X302_max,0
X378_max,0
X469_mean,0
X468_mean,0
X467_mean,0
X495_max,0
X477_max,0
X476_max,0
X475_max,0
X474_max,0
X473_max,0
X472_max,0
X471_max,0
X470_max,0
X253_max,0
X250_max,0
X477_mean,0
X476_mean,0
X1082_min,0
X1081_min,0
X548_max,0
X514_max,0
X512_max,0
X511_max,0
X502_max,0
X498_max,0
X497_max,0
X23_max,0
X21_max,0
X104_max,0
X82_max,0
X80_max,0
X472_mean,0
X470_mean,0
X996_min,0
X994_min,0
X993_min,0
X991_min,0
X990_min,0
X989_min,0
X570_mean,0
X577_max,0
X569_max,0
X1077_min,0
X1076_min,0
X1071_min,0
X1064_min,0
X1056_min,0
position_min,0
X1086_min,0
X511_mean,0
X988_min,0
X987_min,0
X986_min,0
X985_min,0
X984_min,0
X983_min,0
X982_min,0
X981_min,0
X611_max,0
X595_max,0
X590_max,0
X586_max,0
X584_max,0
X582_max,0
X1000_min,0
X972_min,0
X970_min,0
X969_min,0
X968_min,0
X967_min,0
X966_min,0
X965_min,0
X651_max,0
X650_max,0
X647_max,0
X646_max,0
X645_max,0
X641_max,0
X640_max,0
X636_max,0
X512_mean,0
X960_min,0
X959_min,0
X958_min,0
X957_min,0
X955_min,0
X954_min,0
X951_min,0
X950_min,0
X949_min,0
X948_min,0
X980_min,0
X979_min,0
X978_min,0
X977_min,0
X976_min,0
X975_min,0
X943_min,0
X942_min,0
X941_min,0
X940_min,0
X939_min,0
X938_min,0
X937_min,0
X936_min,0
X935_min,0
X933_min,0
X724_max,0
X720_max,0
X964_min,0
X963_min,0
X962_min,0
X961_min,0
X923_min,0
X922_min,0
X921_min,0
X919_min,0
X918_min,0
X917_min,0
X916_min,0
X915_min,0
X749_max,0
X748_max,0
X745_max,0
X734_max,0
X947_min,0
X946_min,0
X945_min,0
X944_min,0
X884_min,0
X768_max,0
X767_max,0
X764_max,0
X756_max,0
X914_min,0
X913_min,0
X912_min,0
X900_min,0
X896_min,0
X893_min,0
X930_min,0
X928_min,0
X927_min,0
X925_min,0
X924_min,0
X801_min,0
X793_max,0
X789_max,0
X785_max,0
X780_max,0
X825_min,0
X822_min,0
X819_min,0
X818_min,0
X817_min,0
X848_min,0
X846_min,0
X844_min,0
X840_min,0
X866_min,0
X853_min,0
X795_min,0
X789_min,0
X785_min,0
X782_min,0
X780_min,0
X810_max,0
X809_max,0
X806_max,0
X805_max,0
X804_max,0
X812_min,0
X811_min,0
X809_min,0
X806_min,0
X805_min,0
X804_min,0
X646_min,0
X645_min,0
X643_min,0
X818_max,0
X813_max,0
X579_mean,0
X724_min,0
X755_min,0
X754_min,0
X751_min,0
X750_min,0
X773_min,0
X768_min,0
X767_min,0
X760_min,0
X796_min,0
X510_min,0
X432_mean,0
X430_mean,0
X584_min,0
X577_min,0
X642_min,0
X640_min,0
X637_min,0
X636_min,0
X631_min,0
X611_min,0
X595_min,0
X592_min,0
X589_min,0
X650_min,0
X647_min,0
X470_min,0
X469_min,0
X468_min,0
X467_min,0
X464_min,0
X461_min,0
X500_min,0
X497_min,0
X496_min,0
X495_min,0
X477_min,0
X561_min,0
X548_min,0
X514_min,0
X512_min,0
X511_min,0
X457_min,0
X454_min,0
X453_min,0
X451_min,0
X445_min,0
X444_min,0
X860_max,0
X853_max,0
X851_max,0
X849_max,0
X476_min,0
X475_min,0
X474_min,0
X473_min,0
X472_min,0
X471_min,0
X394_min,0
X389_min,0
X885_max,0
X884_max,0
X883_max,0
X882_max,0
X881_max,0
X870_max,0
X432_min,0
X431_min,0
X430_min,0
X425_min,0
X416_min,0
X413_min,0
X409_min,0
X460_min,0
X922_max,0
X921_max,0
X919_max,0
X918_max,0
X916_max,0
X915_max,0
X914_max,0
X913_max,0
X911_max,0
X910_max,0
X904_max,0
X892_max,0
X891_max,0
X407_min,0
X403_min,0
X397_min,0
X940_max,0
X939_max,0
X938_max,0
X937_max,0
X936_max,0
X935_max,0
X933_max,0
X931_max,0
X930_max,0
X929_max,0
X928_max,0
X927_max,0
X926_max,0
X925_max,0
X924_max,0
X923_max,0
X958_max,0
X957_max,0
X955_max,0
X954_max,0
X952_max,0
X951_max,0
X950_max,0
X949_max,0
X948_max,0
X947_max,0
X946_max,0
X945_max,0
X944_max,0
X943_max,0
X942_max,0
X941_max,0
X978_max,0
X977_max,0
X976_max,0
X972_max,0
X970_max,0
X969_max,0
X968_max,0
X967_max,0
X966_max,0
X965_max,0
X964_max,0
X963_max,0
X962_max,0
X961_max,0
X960_max,0
X959_max,0
X388_min,0
X387_min,0
X385_min,0
X384_min,0
X383_min,0
X379_min,0
X378_min,0
X376_min,0
X375_min,0
X374_min,0
X373_min,0
X369_min,0
X368_min,0
X367_min,0
X366_min,0
X979_max,0
X336_min,0
X335_min,0
X332_min,0
X996_max,0
X994_max,0
X993_max,0
X991_max,0
X989_max,0
X987_max,0
X986_max,0
X985_max,0
X984_max,0
X983_max,0
X982_max,0
X981_max,0
X980_max,0
position_range,0
X1086_range,0
X1082_range,0
X1041_max,0
X1000_max,0
X82_min,0
X78_min,0
X104_min,0
X150_min,0
X595_mean,0
X302_min,0
X642_mean,0
X365_min,0
X364_min,0
X348_min,0
X346_min,0
X1077_range,0
X1076_range,0
X1075_range,0
X1073_range,0
X1071_range,0
X1070_range,0
X1068_range,0
X1066_range,0
X1064_range,0
X1063_range,0
X1060_max,0
X1059_max,0
X1058_max,0
X1056_max,0
X1049_max,0
X12_min,0
X1082_max,0
X1081_max,0
X1079_max,0
X1078_max,0
X1077_max,0
X1076_max,0
X1012_range,0
X1000_range,0
X1060_range,0
X1059_range,0
X1058_range,0
X1056_range,0
X1049_range,0
X1045_range,0
X1041_range,0
X1078_range,0
X994_range,0
X993_range,0
X992_range,0
X991_range,0
X990_range,0
X989_range,0
X988_range,0
X987_range,0
X986_range,0
X985_range,0
X984_range,0
X983_range,0
X982_range,0
X981_range,0
position_max,0
X1086_max,0
X976_range,0
X975_range,0
X974_range,0
X973_range,0
X972_range,0
X971_range,0
X970_range,0
X969_range,0
X968_range,0
X967_range,0
X966_range,0
X965_range,0
X384_mean,0
X378_mean,0
X375_mean,0
X996_range,0
X960_range,0
X959_range,0
X958_range,0
X957_range,0
X955_range,0
X954_range,0
X953_range,0
X951_range,0
X950_range,0
X949_range,0
X948_range,0
X393_mean,0
X980_range,0
X979_range,0
X978_range,0
X977_range,0
X944_range,0
X943_range,0
X942_range,0
X941_range,0
X940_range,0
X939_range,0
X938_range,0
X937_range,0
X936_range,0
X935_range,0
X933_range,0
X932_range,0
X964_range,0
X963_range,0
X962_range,0
X961_range,0
X919_range,0
X918_range,0
X917_range,0
X916_range,0
X915_range,0
X111_median,0
X104_median,0
X374_mean,0
X369_mean,0
X366_mean,0
X365_mean,0
X364_mean,0
X348_mean,0
X947_range,0
X946_range,0
X945_range,0
X899_range,0
X896_range,0
X894_range,0
X892_range,0
X891_range,0
X930_range,0
X929_range,0
X928_range,0
X927_range,0
X926_range,0
X925_range,0
X924_range,0
X923_range,0
X922_range,0
X921_range,0
X920_range,0
X884_range,0
X883_range,0
X882_range,0
X881_range,0
X880_range,0
X877_range,0
X875_range,0
X873_range,0
X914_range,0
X913_range,0
X912_range,0
X911_range,0
X910_range,0
X907_range,0
X905_range,0
X900_range,0
X332_median,0
X302_median,0
X868_range,0
X866_range,0
X864_range,0
X862_range,0
X857_range,0
X856_range,0
X854_range,0
X852_range,0
X851_range,0
X890_range,0
X889_range,0
X887_range,0
X886_range,0
X885_range,0
X847_range,0
X846_range,0
X845_range,0
X844_range,0
X843_range,0
X842_range,0
X840_range,0
X839_range,0
X838_range,0
X837_range,0
X836_range,0
X348_median,0
X346_median,0
X344_median,0
X340_median,0
X335_median,0
X818_range,0
X385_median,0
X384_median,0
X383_median,0
X379_median,0
X378_median,0
X375_median,0
X374_median,0
X373_median,0
X369_median,0
X368_median,0
X367_median,0
X366_median,0
X365_median,0
X364_median,0
X848_range,0
X816_range,0
X814_range,0
X403_median,0
X398_median,0
X397_median,0
X396_median,0
X394_median,0
X393_median,0
X391_median,0
X389_median,0
X388_median,0
X387_median,0
X825_range,0
X823_range,0
X822_range,0
X821_range,0
X813_range,0
X812_range,0
X811_range,0
X808_range,0
X806_range,0
X805_range,0
X803_range,0
X802_range,0
X801_range,0
X800_range,0
X799_range,0
X798_range,0
X430_median,0
X416_median,0
X407_median,0
X751_mean,0
X797_range,0
X796_range,0
X795_range,0
X793_range,0
X792_range,0
X791_range,0
X790_range,0
X789_range,0
X788_range,0
X785_range,0
X784_range,0
X782_range,0
X780_range,0
X779_range,0
X457_median,0
X450_median,0
X765_range,0
X763_range,0
X761_range,0
X760_range,0
X759_range,0
X758_range,0
X757_range,0
X474_median,0
X473_median,0
X472_median,0
X471_median,0
X470_median,0
X469_median,0
X468_median,0
X467_median,0
X465_median,0
X512_median,0
X511_median,0
X504_median,0
X498_median,0
X497_median,0
X495_median,0
X477_median,0
X476_median,0
X475_median,0
X777_range,0
X775_range,0
X773_range,0
X769_range,0
X768_range,0
X767_range,0
X766_range,0
X756_range,0
X755_range,0
X754_range,0
X753_range,0
X752_range,0
X751_range,0
X750_range,0
X749_range,0
X747_range,0
X746_range,0
X744_range,0
X739_range,0
X738_range,0
X736_range,0
X548_median,0
X514_median,0
X595_range,0
X594_range,0
X593_range,0
X592_range,0
X571_median,0
X652_range,0
X651_range,0
X650_range,0
X649_range,0
X647_range,0
X646_range,0
X645_range,0
X734_range,0
X724_range,0
X720_range,0
X689_range,0
X572_range,0
X636_median,0
X611_median,0
X595_median,0
X594_median,0
X592_median,0
X586_median,0
X590_range,0
X642_range,0
X641_range,0
X640_range,0
X637_range,0
X636_range,0
X632_range,0
X631_range,0
X611_range,0
X511_range,0
X510_range,0
X506_range,0
X505_range,0
X504_range,0
X652_median,0
X651_median,0
X647_median,0
X642_median,0
X640_median,0
X587_range,0
X584_range,0
X581_range,0
X579_range,0
X577_range,0
X575_range,0
X465_range,0
X464_range,0
X463_range,0
X460_range,0
X502_range,0
X500_range,0
X498_range,0
X497_range,0
X496_range,0
X495_range,0
X490_range,0
X477_range,0
X476_range,0
X548_range,0
X514_range,0
X512_range,0
X454_range,0
X452_range,0
X451_range,0
X450_range,0
X446_range,0
X724_median,0
X475_range,0
X474_range,0
X473_range,0
X472_range,0
X471_range,0
X470_range,0
X469_range,0
X468_range,0
X467_range,0
X466_range,0
X430_range,0
X428_range,0
X425_range,0
X420_range,0
X416_range,0
X413_range,0
X411_range,0
X409_range,0
X407_range,0
X745_median,0
X105_mean,0
X459_range,0
X458_range,0
X457_range,0
X456_range,0
X455_range,0
X397_range,0
X396_range,0
X395_range,0
X394_range,0
X393_range,0
X392_range,0
X391_range,0
X390_range,0
X389_range,0
X388_range,0
X442_range,0
X435_range,0
X434_range,0
X433_range,0
X432_range,0
X431_range,0
X369_range,0
X368_range,0
X367_range,0
X366_range,0
X365_range,0
X788_median,0
X784_median,0
X783_median,0
X782_median,0
X777_median,0
X406_range,0
X405_range,0
X403_range,0
X400_range,0
X399_range,0
X398_range,0
X318_range,0
X302_range,0
X801_median,0
X797_median,0
X796_median,0
X387_range,0
X386_range,0
X385_range,0
X384_range,0
X383_range,0
X379_range,0
X378_range,0
X376_range,0
X375_range,0
X374_range,0
X373_range,0
X1071_std,0
X822_median,0
X819_median,0
X818_median,0
X816_median,0
X812_median,0
X810_median,0
X364_range,0
X354_range,0
X348_range,0
X346_range,0
X344_range,0
X342_range,0
X340_range,0
X335_range,0
X332_range,0
X993_std,0
X824_median,0
X1064_std,0
X1063_std,0
X1060_std,0
X1049_std,0
X807_mean,0
X1070_std,0
X1068_std,0
X1066_std,0
position_std,0
X1086_std,0
X1082_std,0
X1078_std,0
X1076_std,0
X1073_std,0
X949_std,0
X946_std,0
X945_std,0
X944_std,0
X943_std,0
X941_std,0
X860_median,0
X855_median,0
X970_std,0
X966_std,0
X963_std,0
X959_std,0
X958_std,0
X985_std,0
X980_std,0
X996_std,0
X921_mean,0
X930_mean,0
X862_mean,0
X912_std,0
X930_std,0
X928_std,0
X923_std,0
X922_std,0
X921_std,0
X919_std,0
X918_std,0
X939_std,0
X938_std,0
X935_std,0
X933_std,0
X954_std,0
X579_std,0
X577_std,0
X944_mean,0
X940_mean,0
X938_mean,0
X937_mean,0
X611_std,0
X595_std,0
X636_std,0
X945_mean,0
X928_mean,0
X927_mean,0
X926_mean,0
X924_mean,0
X923_mean,0
X922_mean,0
X963_mean,0
X926_median,0
X925_median,0
X924_median,0
X923_median,0
X922_median,0
X921_median,0
X920_median,0
X919_median,0
X918_median,0
X916_median,0
X915_median,0
X914_median,0
X913_median,0
X912_median,0
X592_std,0
X958_mean,0
X943_median,0
X942_median,0
X940_median,0
X939_median,0
X937_median,0
X936_median,0
X935_median,0
X933_median,0
X930_median,0
X929_median,0
X928_median,0
X927_median,0
X514_std,0
X512_std,0
X511_std,0
X964_median,0
X963_median,0
X962_median,0
X961_median,0
X959_median,0
X958_median,0
X957_median,0
X955_median,0
X954_median,0
X950_median,0
X949_median,0
X948_median,0
X947_median,0
X946_median,0
X945_median,0
X944_median,0
X477_std,0
X476_std,0
X475_std,0
X474_std,0
X473_std,0
X472_std,0
X471_std,0
X470_std,0
X469_std,0
X468_std,0
X467_std,0
X972_median,0
X970_median,0
X969_median,0
X967_median,0
X966_median,0
X378_std,0
X985_median,0
X984_median,0
X983_median,0
X982_median,0
X979_median,0
X978_median,0
X977_median,0
X976_median,0
X975_median,0
X403_std,0
X399_std,0
X969_mean,0
X965_mean,0
X496_std,0
X495_std,0
X1082_median,0
X1073_mean,0
X1059_mean,0
position_mean,0
X1086_mean,0
X1082_mean,0
position_median,0
X1077_mean,0
X981_mean,0
X996_mean,0
X993_mean,0
X990_mean,0
X986_mean,0
X984_mean,0
X375_std,0
X374_std,0
X392_max,0
X389_max,0
X388_max,0
X386_max,0
X385_max,0
X384_max,0
X383_max,0
X379_max,0
X1066_median,0
X1064_median,0
X1063_median,0
X1060_median,0
X1059_median,0
X1056_median,0
X1049_median,0
X1086_median,0
